fill	xmin	xmax	ymin	ymax	showSelectedlegendfill	PANEL
#666666	1452488400	1452574800	24.3789541666667	25.215	sensor work day	1
#666666	1452574800	1452661200	23.868548245614	24.6765517241379	sensor work day	1
#666666	1452661200	1452747600	23.9220984573503	24.3712280701754	sensor work day	1
#666666	1452747600	1452834000	23.4621120689655	24.068275862069	sensor work day	1
#999999	1452834000	1452920400	23.0839035087719	23.46	sensor day off	1
#999999	1452920400	1453006800	23.2452359346643	23.46	sensor day off	1
#666666	1453006800	1453093200	23.3761842105263	24.6119298245614	sensor work day	1
#666666	1453093200	1453179600	24.2837068965517	26.018275862069	sensor work day	1
#666666	1453179600	1453266000	23.9734550816697	25.3422413793103	sensor work day	1
#666666	1453266000	1453352400	23.7978198729583	24.7272413793104	sensor work day	1
#666666	1453352400	1453438800	23.9714912280702	24.93	sensor work day	1
#999999	1453438800	1453525200	23.3243458862674	23.4943859649123	sensor day off	1
#999999	1453525200	1453611600	23.4148684210526	23.46	sensor day off	1
#666666	1453611600	1453698000	23.6147368421053	24.3368421052632	sensor work day	1
#666666	1453698000	1453784400	23.7934845735027	24.3540350877193	sensor work day	1
#666666	1453784400	1453870800	23.9628947368421	24.93	sensor work day	1
#666666	1453870800	1453957200	23.95	25.1327586206897	sensor work day	1
#666666	1453957200	1454043600	24.6047413793104	25.5396428571429	sensor work day	1
#999999	1454043600	1454130000	24.4421120689655	24.8286206896552	sensor day off	1
#999999	1454130000	1454216400	24.9215517241379	24.9468965517241	sensor day off	1
#666666	1454216400	1454302800	24.5459369328494	25.2308771929825	sensor work day	1
#666666	1454302800	1454389200	24.44	24.9215517241379	sensor work day	1
#666666	1454389200	1454475600	24.563537507562	24.93	sensor work day	1
#666666	1454475600	1454562000	24.44	24.9553448275862	sensor work day	1
#666666	1454562000	1454648400	24.2449115245009	24.4485964912281	sensor work day	1
#999999	1454648400	1454734800	23.95	24.3639655172414	sensor day off	1
#999999	1454734800	1454821200	23.9521120689655	23.9929824561404	sensor day off	1
#666666	1454821200	1454907600	23.9070916515427	24.4231034482759	sensor work day	1
#666666	1454907600	1454994000	23.8536229582577	23.9929824561404	sensor work day	1
#666666	1454994000	1455080400	24.199224137931	24.7441379310345	sensor work day	1
#666666	1455080400	1455166800	23.8661842105263	24.5001754385965	sensor work day	1
#666666	1455166800	1455253200	24.6408688747731	24.9214035087719	sensor work day	1
#999999	1455253200	1455339600	24.1105172413793	24.3893103448276	sensor day off	1
#666666	1455426000	1455512400	24.9665350877193	25.4191228070175	sensor work day	1
#666666	1455512400	1455598800	25.1468859649123	25.8834482758621	sensor work day	1
#666666	1455598800	1455685200	24.8412931034483	26.3224137931035	sensor work day	1
#666666	1455685200	1455771600	24.7379869933454	25.9085964912281	sensor work day	1
#666666	1455771600	1455858000	25.1635133091349	25.3439655172414	sensor work day	1
#999999	1455858000	1455944400	23.7919283121597	24.689298245614	sensor day off	1
#999999	1455944400	1456030800	24.7459165154265	24.9214035087719	sensor day off	1
#666666	1456030800	1456117200	25.1214282296651	25.9	sensor work day	1
#666666	1456117200	1456203600	25.0620043103448	25.8326315789474	sensor work day	1
#666666	1456203600	1456290000	24.4632603073463	25.0545762711864	sensor work day	1
#666666	1456290000	1456376400	23.853900862069	25.2372881355932	sensor work day	1
#666666	1456376400	1456462800	24.921587521917	25.8877966101695	sensor work day	1
#999999	1456462800	1456549200	24.3385503823662	24.44	sensor day off	1
#999999	1456549200	1456635600	23.4320614035088	24.3368421052632	sensor day off	1
#666666	1456635600	1456722000	24.4368318965517	24.44	sensor work day	1
#666666	1456722000	1456808400	24.527650862069	25.4105172413793	sensor work day	1
#666666	1456808400	1456894800	24.44	24.968347826087	sensor work day	1
#666666	1456894800	1456981200	24.7557543103448	25.9652586206897	sensor work day	1
#666666	1456981200	1457067600	24.442149122807	25.4326315789474	sensor work day	1
#999999	1457067600	1457154000	24.0123060344828	24.44	sensor day off	1
#666666	1457240400	1457326800	24.4294396551724	24.44	sensor work day	1
#666666	1457326800	1457413200	24.7775975499093	25.3701694915254	sensor work day	1
#666666	1457413200	1457499600	24.6799883109293	25.3864957264957	sensor work day	1
#666666	1457499600	1457586000	24.4808889140956	25.5234482758621	sensor work day	1
#666666	1457586000	1457672400	25.0443852087114	25.8078070175439	sensor work day	1
#999999	1457672400	1457758800	23.4471052631579	24.2456896551724	sensor day off	1
#999999	1457758800	1457845200	23.4342105263158	24.44	sensor day off	1
#666666	1457845200	1457931600	24.9425	26.2168103448276	sensor work day	1
#666666	1457931600	1458018000	24.3206956521739	24.6019130434783	sensor work day	1
#666666	1458018000	1458104400	24.5137556715064	24.9131034482759	sensor work day	1
#666666	1458104400	1458190800	24.4898003629764	25.6980701754386	sensor work day	1
#666666	1458190800	1458277200	25.0264326225045	25.7942372881356	sensor work day	1
#999999	1458277200	1458363600	24.4238815789474	24.93	sensor day off	1
#999999	1458363600	1458450000	24.5484452411995	24.93	sensor day off	1
#666666	1458450000	1458536400	25.0514254385965	26.1879824561404	sensor work day	1
#666666	1458536400	1458622800	25.3743318965517	25.8496610169492	sensor work day	1
#666666	1458622800	1458709200	24.5055747126437	24.9987719298246	sensor work day	1
#666666	1458709200	1458795600	24.2718681941924	24.9173275862069	sensor work day	1
#666666	1458795600	1458882000	23.5951724137931	24.4062068965517	sensor work day	1
#999999	1458968400	1459054800	23.7501315789474	24.7021929824561	sensor day off	1
#666666	1459054800	1459141200	23.0699342105263	24.2379824561404	sensor work day	1
#666666	1459141200	1459227600	24.44	24.680775862069	sensor work day	1
#666666	1459227600	1459314000	24.6613596491228	25.5937931034483	sensor work day	1
#666666	1459314000	1459400400	23.8728909558379	24.7187931034483	sensor work day	1
#666666	1459400400	1459486800	24.987025862069	25.4903448275862	sensor work day	1
#999999	1459486800	1459573200	23.6727631578947	24.2710344827586	sensor day off	1
#666666	1459659600	1459746000	24.3555172413793	25.1705172413793	sensor work day	1
#666666	1459746000	1459832400	24.7884823533746	25.3988793103448	sensor work day	1
#666666	1459832400	1459918800	24.44	25.1581034482759	sensor work day	1
#666666	1459918800	1460005200	24.2086182533733	24.6600847457627	sensor work day	1
#666666	1460005200	1460091600	24.444298245614	25.415775862069	sensor work day	1
#999999	1460091600	1460178000	24.0746120689655	24.3818644067797	sensor day off	1
#999999	1460178000	1460264400	23.95	23.9880172413793	sensor day off	1
#666666	1460264400	1460350800	24.3903663793103	25.415775862069	sensor work day	1
#666666	1460350800	1460437200	24.1147413793103	24.9046551724138	sensor work day	1
#666666	1460437200	1460523600	24.8317887931034	25.4448275862069	sensor work day	1
#666666	1460523600	1460610000	24.6110775862069	25.9	sensor work day	1
#666666	1460610000	1460696400	24.9444692028986	25.8873684210526	sensor work day	1
#999999	1460696400	1460782800	23.2405652173913	24.44	sensor day off	1
#999999	1460782800	1460869200	25.5856601830664	27.0035652173913	sensor day off	1
#666666	1460869200	1460955600	24.4368043478261	24.968347826087	sensor work day	1
#666666	1460955600	1461042000	25.2258836206897	27.2582456140351	sensor work day	1
#666666	1461042000	1461128400	26.4071929824561	27.0193965517241	sensor work day	1
#666666	1461128400	1461214800	25.3754525862069	27.2094827586207	sensor work day	1
#666666	1461214800	1461301200	23.9183189655172	24.3808620689655	sensor work day	1
#999999	1461301200	1461387600	22.9753728070175	23.9077586206897	sensor day off	1
#999999	1461387600	1461474000	22.9506578947368	23.8781896551724	sensor day off	1
#666666	1461474000	1461560400	23.7927881686655	24.93	sensor work day	1
#666666	1461560400	1461646800	23.0808836206897	23.4726724137931	sensor work day	1
#666666	1461646800	1461733200	22.7013596491228	23.46	sensor work day	1
#666666	1461733200	1461819600	22.3569441923775	23.4139316239316	sensor work day	1
#666666	1461819600	1461906000	22.9732236842105	23.516875	sensor work day	1
#999999	1461906000	1461992400	22.0113043478261	22.2433050847458	sensor day off	1
#999999	1461992400	1462078800	21.99	22.028347826087	sensor day off	1
#666666	1462078800	1462165200	22.3133971361777	22.4926724137931	sensor work day	1
#666666	1462165200	1462251600	22.7697596153846	23.46	sensor work day	1
#666666	1462251600	1462338000	22.0977155172414	22.4884482758621	sensor work day	1
#666666	1462338000	1462424400	22.6157282214156	23.46	sensor work day	1
#666666	1462424400	1462510800	22.9573275862069	23.4135344827586	sensor work day	1
#999999	1462510800	1462597200	22.5184618874773	22.7334482758621	sensor day off	1
#999999	1462597200	1462683600	22.48	22.6743103448276	sensor day off	1
#666666	1462683600	1462770000	22.6266220508167	23.4471052631579	sensor work day	1
#666666	1462770000	1462856400	22.90875	23.46	sensor work day	1
#666666	1462856400	1462942800	22.8981538901602	23.4642608695652	sensor work day	1
#666666	1462942800	1463029200	22.9668043478261	23.4429565217391	sensor work day	1
#666666	1463029200	1463115600	22.97	23.3783333333333	sensor work day	1
#999999	1463115600	1463202000	22.48	22.606724137931	sensor day off	1
#666666	1463288400	1463374800	22.2864518365817	22.48	sensor work day	1
#666666	1463374800	1463461200	22.2400559588627	22.48	sensor work day	1
#666666	1463461200	1463547600	22.4767763157895	22.48	sensor work day	1
#666666	1463547600	1463634000	22.4767763157895	22.4928947368421	sensor work day	1
#666666	1463634000	1463720400	22.4948771173624	23.0840517241379	sensor work day	1
#999999	1463720400	1463806800	22.48	22.97	sensor day off	1
#999999	1463806800	1463893200	22.48	22.97	sensor day off	1
#666666	1463979600	1464066000	22.7049353448276	22.97	sensor work day	1
#666666	1464066000	1464152400	22.8232112068966	23.7178947368421	sensor work day	1
#666666	1464152400	1464238800	22.5028389830508	23.2357627118644	sensor work day	1
#666666	1464238800	1464325200	22.48	22.9957894736842	sensor work day	1
#999999	1464325200	1464411600	22.7169267734554	22.97	sensor day off	1
#666666	1464498000	1464584400	22.9668318965517	23.455775862069	sensor work day	1
#666666	1464584400	1464670800	22.9543761052166	23.4853448275862	sensor work day	1
#666666	1464670800	1464757200	22.4946581196581	23.0705128205128	sensor work day	1
#666666	1464757200	1464843600	22.48	22.9150862068966	sensor work day	1
#666666	1464843600	1464930000	22.8977564102564	23.705	sensor work day	1
#999999	1464930000	1465016400	22.4768855932203	22.48	sensor day off	1
#999999	1465016400	1465102800	22.4314940093513	22.48	sensor day off	1
#666666	1465102800	1465189200	22.48	23.0000877192982	sensor work day	1
#666666	1465189200	1465275600	22.6941086956522	23.8477391304348	sensor work day	1
#666666	1465275600	1465362000	22.4810284857571	23.3747826086957	sensor work day	1
#666666	1465362000	1465448400	22.6515778130672	23.5072807017544	sensor work day	1
#666666	1465448400	1465534800	22.9256465517241	23.9753448275862	sensor work day	1
#999999	1465534800	1465621200	22.3644846491228	22.97	sensor day off	1
#999999	1465621200	1465707600	22.1071271929825	22.4370175438597	sensor day off	1
#666666	1465707600	1465794000	23.0475325781877	23.5023456790124	sensor work day	1
#666666	1465794000	1465880400	23.2199689978492	24.2502312138728	sensor work day	1
#666666	1465880400	1465966800	22.8152631578947	23.46	sensor work day	1
#666666	1465966800	1466053200	22.7824653677497	23.2634302325581	sensor work day	1
#666666	1466053200	1466139600	22.9735563218391	23.46	sensor work day	1
#999999	1466139600	1466226000	22.2394599007315	22.8209941520468	sensor day off	1
#999999	1466226000	1466312400	22.2213551119177	22.48	sensor day off	1
#666666	1466312400	1466398800	22.6937512603348	23.3523699421965	sensor work day	1
#666666	1466398800	1466485200	22.4856692377496	23.2748255813954	sensor work day	1
#666666	1466485200	1466571600	22.509915010715	23.3127167630058	sensor work day	1
#666666	1466571600	1466658000	22.4134513006655	22.97	sensor work day	1
#666666	1466658000	1466744400	22.4863728323699	22.6509302325581	sensor work day	1
#999999	1466744400	1466830800	22.4504310344828	22.5025287356322	sensor day off	1
#999999	1466830800	1466917200	21.8796115606936	22.48	sensor day off	1
#666666	1466917200	1467003600	21.4931571428571	22.48	sensor work day	1
#666666	1467003600	1467090000	22.0436257309942	22.48	sensor work day	1
#666666	1467090000	1467176400	22.0416947519676	22.48	sensor work day	1
#666666	1467176400	1467262800	22.4778879310345	22.482816091954	sensor work day	1
#666666	1467262800	1467349200	21.9903815824646	22.48	sensor work day	1
#999999	1467349200	1467435600	22.3858091349062	22.48	sensor day off	1
#999999	1467435600	1467522000	21.9935448175035	22.474367816092	sensor day off	1
#666666	1467522000	1467608400	21.5152456647399	22.3412138728324	sensor work day	1
#666666	1467608400	1467694800	22.4814161849711	23.0015204678363	sensor work day	1
#666666	1467694800	1467781200	22.97	22.9813294797688	sensor work day	1
#666666	1467781200	1467867600	22.3031632187405	23.0629310344828	sensor work day	1
#666666	1467867600	1467954000	21.89625	23.3835260115607	sensor work day	1
#999999	1467954000	1468040400	21.9648457350272	21.99	sensor day off	1
#999999	1468040400	1468126800	21.5181947181711	21.9844827586207	sensor day off	1
#666666	1468126800	1468213200	21.02	21.5072159090909	sensor work day	1
#666666	1468213200	1468299600	21.3980212849823	21.9702352941176	sensor work day	1
#666666	1468299600	1468386000	21.831065830721	21.99	sensor work day	1
#666666	1468472400	1468558800	21.4950201970443	21.99	sensor work day	1
#999999	1468558800	1468645200	20.5842942528736	21.598275862069	sensor day off	1
#999999	1468645200	1468731600	21.521724137931	21.8805263157895	sensor day off	1
#666666	1468731600	1468818000	20.9946551724138	21.4987356321839	sensor work day	1
#666666	1468818000	1468904400	21.2290948275862	21.5210344827586	sensor work day	1
#666666	1468904400	1468990800	20.7738529729913	21.5696610169492	sensor work day	1
#666666	1468990800	1469077200	21.2897705301973	21.9384745762712	sensor work day	1
#666666	1469077200	1469163600	20.041432748538	21.5624137931035	sensor work day	1
#999999	1469163600	1469250000	20.2019252873563	21.6451724137931	sensor day off	1
#999999	1469250000	1469336400	21.51	21.512774566474	sensor day off	1
#666666	1469336400	1469422800	21.0178879310345	21.51	sensor work day	1
#666666	1469422800	1469509200	21.0552011494253	21.5654913294798	sensor work day	1
#666666	1469509200	1469595600	21.02	21.7738596491228	sensor work day	1
#666666	1469595600	1469682000	21.2707456140351	22.1871264367816	sensor work day	1
#666666	1469682000	1469768400	20.6410276253919	21.51	sensor work day	1
#999999	1469768400	1469854800	21.51	21.5128070175439	sensor day off	1
#999999	1469854800	1469941200	21.51	21.5208474576271	sensor day off	1
#666666	1469941200	1470027600	21.8859066848155	22.4828	sensor work day	1
#666666	1470027600	1470114000	22.8608393829401	23.4657309941521	sensor work day	1
#666666	1470114000	1470200400	23.1072844827586	23.8993103448276	sensor work day	1
#666666	1470200400	1470286800	23.018273856991	24.298813559322	sensor work day	1
#666666	1470286800	1470373200	22.3907803468208	22.6138953488372	sensor work day	1
#999999	1470373200	1470459600	22.48	22.4884482758621	sensor day off	1
#999999	1470459600	1470546000	22.4515280951741	22.48	sensor day off	1
#666666	1470546000	1470632400	22.3710426468611	23.1541040462428	sensor work day	1
#666666	1470632400	1470718800	22.8341235632184	23.6835087719298	sensor work day	1
#666666	1470718800	1470805200	22.8883571985194	23.4055555555556	sensor work day	1
#666666	1470805200	1470891600	22.3838767339861	23.5529310344828	sensor work day	1
#666666	1470891600	1470978000	22.0877855603448	22.48	sensor work day	1
#999999	1470978000	1471064400	22.0114912280702	22.48	sensor day off	1
#999999	1471064400	1471150800	21.9921120689655	22.48	sensor day off	1
#666666	1471150800	1471237200	22.6196929824561	23.46	sensor work day	1
#666666	1471237200	1471323600	22.7529756503327	23.6965517241379	sensor work day	1
#666666	1471323600	1471410000	22.3832894736842	23.0460344827586	sensor work day	1
#666666	1471410000	1471496400	22.48	23.46	sensor work day	1
#666666	1471496400	1471582800	22.112109800363	22.48	sensor work day	1
#999999	1471669200	1471755600	22.48	22.4884482758621	sensor day off	1
#666666	1471755600	1471842000	22.3596120689655	22.9446551724138	sensor work day	1
#666666	1471842000	1471928400	22.8918534482759	23.2536842105263	sensor work day	1
#666666	1471928400	1472014800	22.5904204476709	23.088275862069	sensor work day	1
#666666	1472014800	1472101200	22.8023684210526	22.97	sensor work day	1
#666666	1472101200	1472187600	22.5853070175439	23.0037931034483	sensor work day	1
#999999	1472187600	1472274000	22.5961637931035	22.8754385964912	sensor day off	1
#999999	1472274000	1472360400	22.48	22.4885964912281	sensor day off	1
#666666	1472360400	1472446800	22.48	22.5475862068966	sensor work day	1
#666666	1472446800	1472533200	22.7622391107078	23.6233333333333	sensor work day	1
#666666	1472533200	1472619600	23.149525862069	23.46	sensor work day	1
#666666	1472619600	1472706000	23.46	23.4685964912281	sensor work day	1
#666666	1472706000	1472792400	22.9932327586207	23.4431034482759	sensor work day	1
#999999	1472792400	1472878800	22.48	22.6519298245614	sensor day off	1
#666666	1472965200	1473051600	22.0398684210526	22.48	sensor work day	1
#666666	1473051600	1473138000	22.7651293103448	23.46	sensor work day	1
#666666	1473138000	1473224400	22.9383189655172	23.578275862069	sensor work day	1
#666666	1473224400	1473310800	23.2021052631579	23.4857894736842	sensor work day	1
#666666	1473310800	1473397200	23.5385170901391	23.8824137931035	sensor work day	1
#999999	1473397200	1473483600	22.4993421052632	22.9184210526316	sensor day off	1
#666666	1473570000	1473656400	22.9488793103448	23.4431034482759	sensor work day	1
#666666	1473656400	1473742800	23.1868761343013	24.2250877192982	sensor work day	1
#666666	1473742800	1473829200	23.087090139141	23.8401724137931	sensor work day	1
#666666	1473829200	1473915600	22.5944963702359	23.4685964912281	sensor work day	1
#666666	1473915600	1474002000	23.464224137931	23.95	sensor work day	1
#999999	1474002000	1474088400	22.537025862069	22.97	sensor day off	1
#666666	1474174800	1474261200	22.7486403508772	23.4431034482759	sensor work day	1
#666666	1474261200	1474347600	23.1906185722928	23.6663157894737	sensor work day	1
#666666	1474347600	1474434000	22.8939655172414	23.3482456140351	sensor work day	1
#666666	1474434000	1474520400	22.843720508167	23.3839655172414	sensor work day	1
#666666	1474520400	1474606800	22.473552631579	23.2536842105263	sensor work day	1
#999999	1474606800	1474693200	22.0136403508772	22.3080701754386	sensor day off	1
#999999	1474693200	1474779600	22.0005603448276	22.48	sensor day off	1
#666666	1474779600	1474866000	22.9573275862069	23.95	sensor work day	1
#666666	1474866000	1474952400	22.9722602843315	23.95	sensor work day	1
#666666	1474952400	1475038800	22.974224137931	23.9837931034483	sensor work day	1
#666666	1475038800	1475125200	23.2713959467635	23.5545614035088	sensor work day	1
#666666	1475125200	1475211600	23.4367672413793	24.2372413793103	sensor work day	1
#999999	1475211600	1475298000	22.4863362068966	22.97	sensor day off	1
#999999	1475298000	1475384400	22.48	22.4968965517241	sensor day off	1
#666666	1475384400	1475470800	23.2672088626739	24.4314035087719	sensor work day	1
#666666	1475470800	1475557200	23.210405323654	24.0273684210526	sensor work day	1
#666666	1475557200	1475643600	23.0853856624319	23.8124561403509	sensor work day	1
#666666	1475643600	1475730000	22.4969706594071	23.46	sensor work day	1
#666666	1475730000	1475816400	23.1270341802783	23.95	sensor work day	1
#999999	1475816400	1475902800	22.48	22.4885964912281	sensor day off	1
#999999	1475902800	1475989200	22.48	22.4885964912281	sensor day off	1
#666666	1475989200	1476075600	22.0728591954023	22.3701724137931	sensor work day	1
#666666	1476075600	1476162000	22.9763362068966	23.95	sensor work day	1
#666666	1476162000	1476248400	22.8179310344828	23.6543103448276	sensor work day	1
#666666	1476248400	1476334800	22.667010738052	23.5529310344828	sensor work day	1
#666666	1476334800	1476421200	22.3514972776769	23.46	sensor work day	1
#999999	1476421200	1476507600	21.99	22.1105263157895	sensor day off	1
#999999	1476507600	1476594000	21.99	22.0075438596491	sensor day off	1
#666666	1476594000	1476680400	22.2603448275862	23.3224561403509	sensor work day	1
#666666	1476680400	1476766800	24.0402631578947	24.9806896551724	sensor work day	1
#666666	1476766800	1476853200	24.6258620689655	25.8006896551724	sensor work day	1
#666666	1476853200	1476939600	23.4084210526316	23.6458620689655	sensor work day	1
#666666	1476939600	1477026000	23.46	23.7134482758621	sensor work day	1
#999999	1477026000	1477112400	22.5856034482759	23.46	sensor day off	1
#999999	1477112400	1477198800	21.99	22.1533333333333	sensor day off	1
#666666	1477198800	1477285200	22.1017543859649	22.9108620689655	sensor work day	1
#666666	1477285200	1477371600	22.2006140350877	22.97	sensor work day	1
#666666	1477371600	1477458000	22.0118859649123	22.8179310344828	sensor work day	1
#666666	1477458000	1477544400	22.2283325771325	23.1161403508772	sensor work day	1
#666666	1477544400	1477630800	22.3424561403509	22.6320689655172	sensor work day	1
#999999	1477630800	1477717200	21.99	22.2049122807018	sensor day off	1
#999999	1477717200	1477803600	21.99	22.0510344827586	sensor day off	1
#666666	1477803600	1477890000	22.4356465517241	22.8263793103448	sensor work day	1
#666666	1477890000	1477976400	22.8732894736842	23.8554385964912	sensor work day	1
#666666	1477976400	1478062800	23.7578017241379	25.42	sensor work day	1
#666666	1478062800	1478149200	22.7701315789474	23.7436842105263	sensor work day	1
#666666	1478149200	1478235600	22.720701754386	22.97	sensor work day	1
#999999	1478235600	1478322000	22.48	22.97	sensor day off	1
#999999	1478322000	1478408400	21.99	22.48	sensor day off	1
#666666	1478408400	1478494800	22.5179801875378	23.4685964912281	sensor work day	1
#666666	1478494800	1478581200	23.6015086206897	24.9214035087719	sensor work day	1
#666666	1478581200	1478667600	22.7939571990321	23.46	sensor work day	1
#666666	1478667600	1478754000	22.7651293103448	23.46	sensor work day	1
#666666	1478754000	1478840400	22.97	23.3839655172414	sensor work day	1
#999999	1478840400	1478926800	22.2444487295826	22.4714035087719	sensor day off	1
#999999	1478926800	1479013200	22.1476625831821	22.48	sensor day off	1
#666666	1479013200	1479099600	23.52125	24.44	sensor work day	1
#666666	1479099600	1479186000	23.0671551724138	24.1696551724138	sensor work day	1
#666666	1479186000	1479272400	22.8010344827586	23.46	sensor work day	1
#666666	1479272400	1479358800	22.48	22.97	sensor work day	1
#666666	1479358800	1479445200	22.9936403508772	23.46	sensor work day	1
#999999	1479445200	1479531600	21.99	22.2520689655172	sensor day off	1
#666666	1479618000	1479704400	22.3188157894737	22.725	sensor work day	1
#666666	1479704400	1479790800	22.5264655172414	23.2966666666667	sensor work day	1
#666666	1479790800	1479877200	24.0619396551724	24.7863793103448	sensor work day	1
#666666	1479877200	1479963600	23.8919736842105	24.7779310344828	sensor work day	1
#666666	1479963600	1480050000	24.3006034482759	25.428275862069	sensor work day	1
#666666	1480222800	1480309200	24.433552631579	25.0073684210526	sensor work day	1
#666666	1480309200	1480395600	24.4991379310345	25.2394736842105	sensor work day	1
#666666	1480395600	1480482000	24.7365789473684	25.42	sensor work day	1
#666666	1480482000	1480568400	24.2300158802178	24.8870175438597	sensor work day	1
#666666	1480568400	1480654800	24.7053055051422	24.93	sensor work day	1
#999999	1480654800	1480741200	23.9607456140351	24.44	sensor day off	1
#999999	1480741200	1480827600	23.9712318511797	24.5001754385965	sensor day off	1
#666666	1480827600	1480914000	24.4552661826981	24.9384482758621	sensor work day	1
#666666	1480914000	1481000400	24.6575431034483	24.9471929824561	sensor work day	1
#666666	1481000400	1481086800	24.1326013309135	24.4484482758621	sensor work day	1
#666666	1481086800	1481173200	23.9414405626134	24.6258620689655	sensor work day	1
#666666	1481173200	1481259600	24.4991379310345	25.4028070175439	sensor work day	1
#999999	1481259600	1481346000	23.5951724137931	23.9671929824561	sensor day off	1
#999999	1481346000	1481432400	23.6588679673321	24.44	sensor day off	1
#666666	1481432400	1481518800	24.0323706896552	24.4657894736842	sensor work day	1
#666666	1481518800	1481605200	24.2949342105263	24.93	sensor work day	1
#666666	1481605200	1481691600	24.4228811252269	24.5075862068966	sensor work day	1
#666666	1481691600	1481778000	23.4895689655172	24.1105172413793	sensor work day	1
#666666	1481778000	1481864400	23.9901293103448	24.4315517241379	sensor work day	1
#999999	1481950800	1482037200	23.46	23.4684482758621	sensor day off	1
#666666	1482037200	1482123600	24.2809649122807	24.8182456140351	sensor work day	1
#666666	1482123600	1482210000	24.0825045372051	24.6258620689655	sensor work day	1
#666666	1482210000	1482296400	24.5410087719298	25.2001724137931	sensor work day	1
#666666	1482296400	1482382800	23.95	23.9929824561404	sensor work day	1
#666666	1482382800	1482469200	23.9183189655172	23.95	sensor work day	1
#999999	1482469200	1482555600	23.8590328191168	23.95	sensor day off	1
#999999	1482555600	1482642000	23.46	23.4937931034483	sensor day off	1
#666666	1482642000	1482728400	23.2931465517241	23.46	sensor work day	1
#666666	1482728400	1482814800	23.46	23.4685964912281	sensor work day	1
#666666	1482814800	1482901200	22.9615517241379	23.46	sensor work day	1
#666666	1482901200	1482987600	23.3459482758621	23.46	sensor work day	1
#666666	1482987600	1483074000	23.1009482758621	23.5201754385965	sensor work day	1
#999999	1483074000	1483160400	23.3772958257713	23.46	sensor day off	1
#999999	1483160400	1483246800	23.46	23.4768965517241	sensor day off	1
#666666	1483246800	1483333200	23.4727835753176	23.9671929824561	sensor work day	1
#666666	1483333200	1483419600	23.46	23.95	sensor work day	1
#666666	1483419600	1483506000	23.7593579854809	23.95	sensor work day	1
#666666	1483506000	1483592400	23.8570689655172	24.4485964912281	sensor work day	1
#666666	1483592400	1483678800	23.8242763157895	24.9215517241379	sensor work day	1
#999999	1483678800	1483765200	23.46	23.5529310344828	sensor day off	1
#999999	1483765200	1483851600	23.2973706896552	23.4857894736842	sensor day off	1
#666666	1483851600	1483938000	23.7256389897157	24.93	sensor work day	1
#666666	1483938000	1484024400	23.8210526315789	24.1189655172414	sensor work day	1
#666666	1484024400	1484110800	24.1542068965517	25.42	sensor work day	1
#666666	1484110800	1484197200	24.44	25.0989655172414	sensor work day	1
