colour	x	y	group	key	clickSelects	showSelected1	PANEL
#666666	22	24.44	68	Friday 17 Feb 2017	Friday 17 Feb 2017	Friday 17 Feb 2017	1
#666666	23	23.9331034482759	68	Friday 17 Feb 2017	Friday 17 Feb 2017	Friday 17 Feb 2017	1
#666666	0	22.5022727272727	69	Friday 17 Jun 2016	Friday 17 Jun 2016	Friday 17 Jun 2016	1
#666666	1	22.6940229885058	69	Friday 17 Jun 2016	Friday 17 Jun 2016	Friday 17 Jun 2016	1
#666666	2	22.9616	69	Friday 17 Jun 2016	Friday 17 Jun 2016	Friday 17 Jun 2016	1
#666666	3	22.8911494252874	69	Friday 17 Jun 2016	Friday 17 Jun 2016	Friday 17 Jun 2016	1
#666666	4	22.6834502923977	69	Friday 17 Jun 2016	Friday 17 Jun 2016	Friday 17 Jun 2016	1
#666666	5	22.5025287356322	69	Friday 17 Jun 2016	Friday 17 Jun 2016	Friday 17 Jun 2016	1
#666666	6	21.9447953216374	69	Friday 17 Jun 2016	Friday 17 Jun 2016	Friday 17 Jun 2016	1
#666666	7	21.51	69	Friday 17 Jun 2016	Friday 17 Jun 2016	Friday 17 Jun 2016	1
#666666	8	21.7290643274854	69	Friday 17 Jun 2016	Friday 17 Jun 2016	Friday 17 Jun 2016	1
#666666	9	22.6264367816092	69	Friday 17 Jun 2016	Friday 17 Jun 2016	Friday 17 Jun 2016	1
#666666	10	22.9298830409357	69	Friday 17 Jun 2016	Friday 17 Jun 2016	Friday 17 Jun 2016	1
#666666	11	23.2318965517241	69	Friday 17 Jun 2016	Friday 17 Jun 2016	Friday 17 Jun 2016	1
#666666	12	23.2307602339181	69	Friday 17 Jun 2016	Friday 17 Jun 2016	Friday 17 Jun 2016	1
#666666	13	22.6883908045977	69	Friday 17 Jun 2016	Friday 17 Jun 2016	Friday 17 Jun 2016	1
#666666	14	23.0094252873563	69	Friday 17 Jun 2016	Friday 17 Jun 2016	Friday 17 Jun 2016	1
#666666	15	23.46	69	Friday 17 Jun 2016	Friday 17 Jun 2016	Friday 17 Jun 2016	1
#666666	16	23.46	69	Friday 17 Jun 2016	Friday 17 Jun 2016	Friday 17 Jun 2016	1
#666666	17	23.1417816091954	69	Friday 17 Jun 2016	Friday 17 Jun 2016	Friday 17 Jun 2016	1
#666666	18	22.239298245614	69	Friday 17 Jun 2016	Friday 17 Jun 2016	Friday 17 Jun 2016	1
#666666	19	22.0801149425287	69	Friday 17 Jun 2016	Friday 17 Jun 2016	Friday 17 Jun 2016	1
#666666	20	21.8917543859649	69	Friday 17 Jun 2016	Friday 17 Jun 2016	Friday 17 Jun 2016	1
#666666	21	21.7444827586207	69	Friday 17 Jun 2016	Friday 17 Jun 2016	Friday 17 Jun 2016	1
#666666	22	21.504269005848	69	Friday 17 Jun 2016	Friday 17 Jun 2016	Friday 17 Jun 2016	1
#666666	23	21.2818965517241	69	Friday 17 Jun 2016	Friday 17 Jun 2016	Friday 17 Jun 2016	1
#666666	0	23.0989473684211	70	Friday 17 Mar 2017	Friday 17 Mar 2017	Friday 17 Mar 2017	1
#666666	1	22.9193103448276	70	Friday 17 Mar 2017	Friday 17 Mar 2017	Friday 17 Mar 2017	1
#666666	2	22.48	70	Friday 17 Mar 2017	Friday 17 Mar 2017	Friday 17 Mar 2017	1
#666666	3	22.7081034482759	70	Friday 17 Mar 2017	Friday 17 Mar 2017	Friday 17 Mar 2017	1
#666666	4	22.7980701754386	70	Friday 17 Mar 2017	Friday 17 Mar 2017	Friday 17 Mar 2017	1
#666666	5	23.8908620689655	70	Friday 17 Mar 2017	Friday 17 Mar 2017	Friday 17 Mar 2017	1
#666666	6	23.3224561403509	70	Friday 17 Mar 2017	Friday 17 Mar 2017	Friday 17 Mar 2017	1
#666666	7	22.97	70	Friday 17 Mar 2017	Friday 17 Mar 2017	Friday 17 Mar 2017	1
#666666	8	22.97	70	Friday 17 Mar 2017	Friday 17 Mar 2017	Friday 17 Mar 2017	1
#666666	9	23.3586206896552	70	Friday 17 Mar 2017	Friday 17 Mar 2017	Friday 17 Mar 2017	1
#666666	10	23.4771929824561	70	Friday 17 Mar 2017	Friday 17 Mar 2017	Friday 17 Mar 2017	1
#666666	11	23.8570689655172	70	Friday 17 Mar 2017	Friday 17 Mar 2017	Friday 17 Mar 2017	1
#666666	12	23.9414035087719	70	Friday 17 Mar 2017	Friday 17 Mar 2017	Friday 17 Mar 2017	1
#666666	13	24.3977586206897	70	Friday 17 Mar 2017	Friday 17 Mar 2017	Friday 17 Mar 2017	1
#666666	14	24.7322807017544	70	Friday 17 Mar 2017	Friday 17 Mar 2017	Friday 17 Mar 2017	1
#666666	15	25.428275862069	70	Friday 17 Mar 2017	Friday 17 Mar 2017	Friday 17 Mar 2017	1
#666666	16	25.4284210526316	70	Friday 17 Mar 2017	Friday 17 Mar 2017	Friday 17 Mar 2017	1
#666666	17	25.3270689655172	70	Friday 17 Mar 2017	Friday 17 Mar 2017	Friday 17 Mar 2017	1
#666666	18	24.5259649122807	70	Friday 17 Mar 2017	Friday 17 Mar 2017	Friday 17 Mar 2017	1
#666666	19	23.9331034482759	70	Friday 17 Mar 2017	Friday 17 Mar 2017	Friday 17 Mar 2017	1
#666666	20	23.5373684210526	70	Friday 17 Mar 2017	Friday 17 Mar 2017	Friday 17 Mar 2017	1
#666666	21	23.705	70	Friday 17 Mar 2017	Friday 17 Mar 2017	Friday 17 Mar 2017	1
#666666	22	23.3998245614035	70	Friday 17 Mar 2017	Friday 17 Mar 2017	Friday 17 Mar 2017	1
#666666	23	22.97	70	Friday 17 Mar 2017	Friday 17 Mar 2017	Friday 17 Mar 2017	1
#666666	0	22.5180172413793	71	Friday 17 Nov 2017	Friday 17 Nov 2017	Friday 17 Nov 2017	1
#666666	1	22.8840350877193	71	Friday 17 Nov 2017	Friday 17 Nov 2017	Friday 17 Nov 2017	1
#666666	2	22.4926724137931	71	Friday 17 Nov 2017	Friday 17 Nov 2017	Friday 17 Nov 2017	1
#666666	3	22.4714035087719	71	Friday 17 Nov 2017	Friday 17 Nov 2017	Friday 17 Nov 2017	1
#666666	4	22.48	71	Friday 17 Nov 2017	Friday 17 Nov 2017	Friday 17 Nov 2017	1
#666666	5	22.48	71	Friday 17 Nov 2017	Friday 17 Nov 2017	Friday 17 Nov 2017	1
#666666	6	22.2561206896552	71	Friday 17 Nov 2017	Friday 17 Nov 2017	Friday 17 Nov 2017	1
#666666	7	21.994298245614	71	Friday 17 Nov 2017	Friday 17 Nov 2017	Friday 17 Nov 2017	1
#666666	8	22.0913793103448	71	Friday 17 Nov 2017	Friday 17 Nov 2017	Friday 17 Nov 2017	1
#666666	9	22.4499122807018	71	Friday 17 Nov 2017	Friday 17 Nov 2017	Friday 17 Nov 2017	1
#666666	10	22.5475862068966	71	Friday 17 Nov 2017	Friday 17 Nov 2017	Friday 17 Nov 2017	1
#666666	11	23.0172807017544	71	Friday 17 Nov 2017	Friday 17 Nov 2017	Friday 17 Nov 2017	1
#666666	12	23.7725862068966	71	Friday 17 Nov 2017	Friday 17 Nov 2017	Friday 17 Nov 2017	1
#666666	13	24.44	71	Friday 17 Nov 2017	Friday 17 Nov 2017	Friday 17 Nov 2017	1
#666666	14	24.4822413793104	71	Friday 17 Nov 2017	Friday 17 Nov 2017	Friday 17 Nov 2017	1
#666666	15	24.3282456140351	71	Friday 17 Nov 2017	Friday 17 Nov 2017	Friday 17 Nov 2017	1
#666666	16	23.5740517241379	71	Friday 17 Nov 2017	Friday 17 Nov 2017	Friday 17 Nov 2017	1
#666666	17	23.6706140350877	71	Friday 17 Nov 2017	Friday 17 Nov 2017	Friday 17 Nov 2017	1
#666666	18	23.2910344827586	71	Friday 17 Nov 2017	Friday 17 Nov 2017	Friday 17 Nov 2017	1
#666666	19	22.6218421052632	71	Friday 17 Nov 2017	Friday 17 Nov 2017	Friday 17 Nov 2017	1
#666666	20	22.484224137931	71	Friday 17 Nov 2017	Friday 17 Nov 2017	Friday 17 Nov 2017	1
#666666	21	22.48	71	Friday 17 Nov 2017	Friday 17 Nov 2017	Friday 17 Nov 2017	1
#666666	22	22.4081896551724	71	Friday 17 Nov 2017	Friday 17 Nov 2017	Friday 17 Nov 2017	1
#666666	23	22.114649122807	71	Friday 17 Nov 2017	Friday 17 Nov 2017	Friday 17 Nov 2017	1
#666666	0	23.1161403508772	72	Friday 18 Aug 2017	Friday 18 Aug 2017	Friday 18 Aug 2017	1
#666666	1	22.5560344827586	72	Friday 18 Aug 2017	Friday 18 Aug 2017	Friday 18 Aug 2017	1
#666666	2	22.6863157894737	72	Friday 18 Aug 2017	Friday 18 Aug 2017	Friday 18 Aug 2017	1
#666666	3	22.9868965517241	72	Friday 18 Aug 2017	Friday 18 Aug 2017	Friday 18 Aug 2017	1
#666666	4	23.210701754386	72	Friday 18 Aug 2017	Friday 18 Aug 2017	Friday 18 Aug 2017	1
#666666	5	23.1389655172414	72	Friday 18 Aug 2017	Friday 18 Aug 2017	Friday 18 Aug 2017	1
#666666	6	22.9098245614035	72	Friday 18 Aug 2017	Friday 18 Aug 2017	Friday 18 Aug 2017	1
#666666	7	22.4377586206897	72	Friday 18 Aug 2017	Friday 18 Aug 2017	Friday 18 Aug 2017	1
#666666	8	22.3768421052632	72	Friday 18 Aug 2017	Friday 18 Aug 2017	Friday 18 Aug 2017	1
#666666	9	22.3363793103448	72	Friday 18 Aug 2017	Friday 18 Aug 2017	Friday 18 Aug 2017	1
#666666	10	22.4714035087719	72	Friday 18 Aug 2017	Friday 18 Aug 2017	Friday 18 Aug 2017	1
#666666	11	22.48	72	Friday 18 Aug 2017	Friday 18 Aug 2017	Friday 18 Aug 2017	1
#666666	12	22.2650877192982	72	Friday 18 Aug 2017	Friday 18 Aug 2017	Friday 18 Aug 2017	1
#666666	13	22.0406896551724	72	Friday 18 Aug 2017	Friday 18 Aug 2017	Friday 18 Aug 2017	1
#666666	14	21.99	72	Friday 18 Aug 2017	Friday 18 Aug 2017	Friday 18 Aug 2017	1
#666666	15	21.99	72	Friday 18 Aug 2017	Friday 18 Aug 2017	Friday 18 Aug 2017	1
#666666	16	21.99	72	Friday 18 Aug 2017	Friday 18 Aug 2017	Friday 18 Aug 2017	1
#666666	17	21.99	72	Friday 18 Aug 2017	Friday 18 Aug 2017	Friday 18 Aug 2017	1
#666666	18	21.99	72	Friday 18 Aug 2017	Friday 18 Aug 2017	Friday 18 Aug 2017	1
#666666	19	21.99	72	Friday 18 Aug 2017	Friday 18 Aug 2017	Friday 18 Aug 2017	1
#666666	20	21.6531578947368	72	Friday 18 Aug 2017	Friday 18 Aug 2017	Friday 18 Aug 2017	1
#666666	21	21.7841379310345	72	Friday 18 Aug 2017	Friday 18 Aug 2017	Friday 18 Aug 2017	1
#666666	22	21.3982456140351	72	Friday 18 Aug 2017	Friday 18 Aug 2017	Friday 18 Aug 2017	1
#666666	23	21.0453448275862	72	Friday 18 Aug 2017	Friday 18 Aug 2017	Friday 18 Aug 2017	1
#666666	0	22.6700862068966	73	Friday 18 Dec 2015	Friday 18 Dec 2015	Friday 18 Dec 2015	1
#666666	1	23.3469230769231	73	Friday 18 Dec 2015	Friday 18 Dec 2015	Friday 18 Dec 2015	1
#666666	2	23.4809401709402	73	Friday 18 Dec 2015	Friday 18 Dec 2015	Friday 18 Dec 2015	1
#666666	3	23.7280341880342	73	Friday 18 Dec 2015	Friday 18 Dec 2015	Friday 18 Dec 2015	1
#666666	4	23.95	73	Friday 18 Dec 2015	Friday 18 Dec 2015	Friday 18 Dec 2015	1
#666666	5	23.95	73	Friday 18 Dec 2015	Friday 18 Dec 2015	Friday 18 Dec 2015	1
#666666	6	23.0998290598291	73	Friday 18 Dec 2015	Friday 18 Dec 2015	Friday 18 Dec 2015	1
#666666	7	22.5898275862069	73	Friday 18 Dec 2015	Friday 18 Dec 2015	Friday 18 Dec 2015	1
#666666	8	22.4758474576271	73	Friday 18 Dec 2015	Friday 18 Dec 2015	Friday 18 Dec 2015	1
#666666	9	22.6574137931034	73	Friday 18 Dec 2015	Friday 18 Dec 2015	Friday 18 Dec 2015	1
#666666	10	23.3511111111111	73	Friday 18 Dec 2015	Friday 18 Dec 2015	Friday 18 Dec 2015	1
#666666	11	23.8034188034188	73	Friday 18 Dec 2015	Friday 18 Dec 2015	Friday 18 Dec 2015	1
#666666	12	23.4264957264957	73	Friday 18 Dec 2015	Friday 18 Dec 2015	Friday 18 Dec 2015	1
#666666	13	23.4139316239316	73	Friday 18 Dec 2015	Friday 18 Dec 2015	Friday 18 Dec 2015	1
#666666	14	24.0260344827586	73	Friday 18 Dec 2015	Friday 18 Dec 2015	Friday 18 Dec 2015	1
#666666	15	24.2264102564103	73	Friday 18 Dec 2015	Friday 18 Dec 2015	Friday 18 Dec 2015	1
#666666	16	24.2203448275862	73	Friday 18 Dec 2015	Friday 18 Dec 2015	Friday 18 Dec 2015	1
#666666	17	23.8081578947368	73	Friday 18 Dec 2015	Friday 18 Dec 2015	Friday 18 Dec 2015	1
#666666	18	23.0538738738739	73	Friday 18 Dec 2015	Friday 18 Dec 2015	Friday 18 Dec 2015	1
#666666	19	22.5379090909091	73	Friday 18 Dec 2015	Friday 18 Dec 2015	Friday 18 Dec 2015	1
#666666	20	22.5976	73	Friday 18 Dec 2015	Friday 18 Dec 2015	Friday 18 Dec 2015	1
#666666	21	22.6535416666667	73	Friday 18 Dec 2015	Friday 18 Dec 2015	Friday 18 Dec 2015	1
#666666	22	21.9684269662921	73	Friday 18 Dec 2015	Friday 18 Dec 2015	Friday 18 Dec 2015	1
#666666	23	21.75	73	Friday 18 Dec 2015	Friday 18 Dec 2015	Friday 18 Dec 2015	1
#666666	0	23.4431034482759	74	Friday 18 Mar 2016	Friday 18 Mar 2016	Friday 18 Mar 2016	1
#666666	1	23.9843859649123	74	Friday 18 Mar 2016	Friday 18 Mar 2016	Friday 18 Mar 2016	1
#666666	2	24.44	74	Friday 18 Mar 2016	Friday 18 Mar 2016	Friday 18 Mar 2016	1
#666666	3	24.44	74	Friday 18 Mar 2016	Friday 18 Mar 2016	Friday 18 Mar 2016	1
#666666	4	24.44	74	Friday 18 Mar 2016	Friday 18 Mar 2016	Friday 18 Mar 2016	1
#666666	5	24.44	74	Friday 18 Mar 2016	Friday 18 Mar 2016	Friday 18 Mar 2016	1
#666666	6	24.0851724137931	74	Friday 18 Mar 2016	Friday 18 Mar 2016	Friday 18 Mar 2016	1
#666666	7	23.5459649122807	74	Friday 18 Mar 2016	Friday 18 Mar 2016	Friday 18 Mar 2016	1
#666666	8	23.5571551724138	74	Friday 18 Mar 2016	Friday 18 Mar 2016	Friday 18 Mar 2016	1
#666666	9	23.9027192982456	74	Friday 18 Mar 2016	Friday 18 Mar 2016	Friday 18 Mar 2016	1
#666666	10	24.3090517241379	74	Friday 18 Mar 2016	Friday 18 Mar 2016	Friday 18 Mar 2016	1
#666666	11	24.9557894736842	74	Friday 18 Mar 2016	Friday 18 Mar 2016	Friday 18 Mar 2016	1
#666666	12	25.415775862069	74	Friday 18 Mar 2016	Friday 18 Mar 2016	Friday 18 Mar 2016	1
#666666	13	25.4240677966102	74	Friday 18 Mar 2016	Friday 18 Mar 2016	Friday 18 Mar 2016	1
#666666	14	25.4489655172414	74	Friday 18 Mar 2016	Friday 18 Mar 2016	Friday 18 Mar 2016	1
#666666	15	25.7942372881356	74	Friday 18 Mar 2016	Friday 18 Mar 2016	Friday 18 Mar 2016	1
#666666	16	25.6558620689655	74	Friday 18 Mar 2016	Friday 18 Mar 2016	Friday 18 Mar 2016	1
#666666	17	25.2383620689655	74	Friday 18 Mar 2016	Friday 18 Mar 2016	Friday 18 Mar 2016	1
#666666	18	24.5064406779661	74	Friday 18 Mar 2016	Friday 18 Mar 2016	Friday 18 Mar 2016	1
#666666	19	24.2668103448276	74	Friday 18 Mar 2016	Friday 18 Mar 2016	Friday 18 Mar 2016	1
#666666	20	24.068275862069	74	Friday 18 Mar 2016	Friday 18 Mar 2016	Friday 18 Mar 2016	1
#666666	21	23.6669827586207	74	Friday 18 Mar 2016	Friday 18 Mar 2016	Friday 18 Mar 2016	1
#666666	22	23.5318103448276	74	Friday 18 Mar 2016	Friday 18 Mar 2016	Friday 18 Mar 2016	1
#666666	23	23.5928813559322	74	Friday 18 Mar 2016	Friday 18 Mar 2016	Friday 18 Mar 2016	1
#666666	0	22.1017543859649	75	Friday 18 Nov 2016	Friday 18 Nov 2016	Friday 18 Nov 2016	1
#666666	1	22.0237931034483	75	Friday 18 Nov 2016	Friday 18 Nov 2016	Friday 18 Nov 2016	1
#666666	2	21.99	75	Friday 18 Nov 2016	Friday 18 Nov 2016	Friday 18 Nov 2016	1
#666666	3	21.99	75	Friday 18 Nov 2016	Friday 18 Nov 2016	Friday 18 Nov 2016	1
#666666	4	21.99	75	Friday 18 Nov 2016	Friday 18 Nov 2016	Friday 18 Nov 2016	1
#666666	5	21.99	75	Friday 18 Nov 2016	Friday 18 Nov 2016	Friday 18 Nov 2016	1
#666666	6	21.7121052631579	75	Friday 18 Nov 2016	Friday 18 Nov 2016	Friday 18 Nov 2016	1
#666666	7	21.2396551724138	75	Friday 18 Nov 2016	Friday 18 Nov 2016	Friday 18 Nov 2016	1
#666666	8	21.0973684210526	75	Friday 18 Nov 2016	Friday 18 Nov 2016	Friday 18 Nov 2016	1
#666666	9	22.0168965517241	75	Friday 18 Nov 2016	Friday 18 Nov 2016	Friday 18 Nov 2016	1
#666666	10	22.7722807017544	75	Friday 18 Nov 2016	Friday 18 Nov 2016	Friday 18 Nov 2016	1
#666666	11	22.97	75	Friday 18 Nov 2016	Friday 18 Nov 2016	Friday 18 Nov 2016	1
#666666	12	23.1247368421053	75	Friday 18 Nov 2016	Friday 18 Nov 2016	Friday 18 Nov 2016	1
#666666	13	23.46	75	Friday 18 Nov 2016	Friday 18 Nov 2016	Friday 18 Nov 2016	1
#666666	14	23.46	75	Friday 18 Nov 2016	Friday 18 Nov 2016	Friday 18 Nov 2016	1
#666666	15	23.2825862068966	75	Friday 18 Nov 2016	Friday 18 Nov 2016	Friday 18 Nov 2016	1
#666666	16	23.0645614035088	75	Friday 18 Nov 2016	Friday 18 Nov 2016	Friday 18 Nov 2016	1
#666666	17	23.1305172413793	75	Friday 18 Nov 2016	Friday 18 Nov 2016	Friday 18 Nov 2016	1
#666666	18	22.216	75	Friday 18 Nov 2016	Friday 18 Nov 2016	Friday 18 Nov 2016	1
#666666	19	21.5677586206897	75	Friday 18 Nov 2016	Friday 18 Nov 2016	Friday 18 Nov 2016	1
#666666	20	21.3036842105263	75	Friday 18 Nov 2016	Friday 18 Nov 2016	Friday 18 Nov 2016	1
#666666	21	21.9487931034483	75	Friday 18 Nov 2016	Friday 18 Nov 2016	Friday 18 Nov 2016	1
#666666	22	22.2736842105263	75	Friday 18 Nov 2016	Friday 18 Nov 2016	Friday 18 Nov 2016	1
#666666	23	22.0913793103448	75	Friday 18 Nov 2016	Friday 18 Nov 2016	Friday 18 Nov 2016	1
#666666	0	21.6143103448276	76	Friday 19 Aug 2016	Friday 19 Aug 2016	Friday 19 Aug 2016	1
#666666	1	22.2994736842105	76	Friday 19 Aug 2016	Friday 19 Aug 2016	Friday 19 Aug 2016	1
#666666	2	22.48	76	Friday 19 Aug 2016	Friday 19 Aug 2016	Friday 19 Aug 2016	1
#666666	3	22.48	76	Friday 19 Aug 2016	Friday 19 Aug 2016	Friday 19 Aug 2016	1
#666666	4	22.48	76	Friday 19 Aug 2016	Friday 19 Aug 2016	Friday 19 Aug 2016	1
#666666	5	22.48	76	Friday 19 Aug 2016	Friday 19 Aug 2016	Friday 19 Aug 2016	1
#666666	6	21.8681034482759	76	Friday 19 Aug 2016	Friday 19 Aug 2016	Friday 19 Aug 2016	1
#666666	7	20.770701754386	76	Friday 19 Aug 2016	Friday 19 Aug 2016	Friday 19 Aug 2016	1
#666666	8	20.53	76	Friday 19 Aug 2016	Friday 19 Aug 2016	Friday 19 Aug 2016	1
#666666	9	20.9684210526316	76	Friday 19 Aug 2016	Friday 19 Aug 2016	Friday 19 Aug 2016	1
#666666	10	21.1551724137931	76	Friday 19 Aug 2016	Friday 19 Aug 2016	Friday 19 Aug 2016	1
#666666	11	21.3122807017544	76	Friday 19 Aug 2016	Friday 19 Aug 2016	Friday 19 Aug 2016	1
#666666	12	21.5015517241379	76	Friday 19 Aug 2016	Friday 19 Aug 2016	Friday 19 Aug 2016	1
#666666	13	21.51	76	Friday 19 Aug 2016	Friday 19 Aug 2016	Friday 19 Aug 2016	1
#666666	14	21.518275862069	76	Friday 19 Aug 2016	Friday 19 Aug 2016	Friday 19 Aug 2016	1
#666666	15	21.5436842105263	76	Friday 19 Aug 2016	Friday 19 Aug 2016	Friday 19 Aug 2016	1
#666666	16	21.5265517241379	76	Friday 19 Aug 2016	Friday 19 Aug 2016	Friday 19 Aug 2016	1
#666666	17	21.51	76	Friday 19 Aug 2016	Friday 19 Aug 2016	Friday 19 Aug 2016	1
#666666	18	21.5265517241379	76	Friday 19 Aug 2016	Friday 19 Aug 2016	Friday 19 Aug 2016	1
#666666	19	21.51	76	Friday 19 Aug 2016	Friday 19 Aug 2016	Friday 19 Aug 2016	1
#666666	20	21.2565517241379	76	Friday 19 Aug 2016	Friday 19 Aug 2016	Friday 19 Aug 2016	1
#666666	21	21.1059649122807	76	Friday 19 Aug 2016	Friday 19 Aug 2016	Friday 19 Aug 2016	1
#666666	22	22.0496551724138	76	Friday 19 Aug 2016	Friday 19 Aug 2016	Friday 19 Aug 2016	1
#666666	23	22.48	76	Friday 19 Aug 2016	Friday 19 Aug 2016	Friday 19 Aug 2016	1
#666666	0	23.3163793103448	77	Friday 19 Feb 2016	Friday 19 Feb 2016	Friday 19 Feb 2016	1
#666666	1	23.9156140350877	77	Friday 19 Feb 2016	Friday 19 Feb 2016	Friday 19 Feb 2016	1
#666666	2	24.4737931034483	77	Friday 19 Feb 2016	Friday 19 Feb 2016	Friday 19 Feb 2016	1
#666666	3	24.7236842105263	77	Friday 19 Feb 2016	Friday 19 Feb 2016	Friday 19 Feb 2016	1
#666666	4	24.93	77	Friday 19 Feb 2016	Friday 19 Feb 2016	Friday 19 Feb 2016	1
#666666	5	24.93	77	Friday 19 Feb 2016	Friday 19 Feb 2016	Friday 19 Feb 2016	1
#666666	6	23.7894827586207	77	Friday 19 Feb 2016	Friday 19 Feb 2016	Friday 19 Feb 2016	1
#666666	7	23.4943859649123	77	Friday 19 Feb 2016	Friday 19 Feb 2016	Friday 19 Feb 2016	1
#666666	8	23.9837931034483	77	Friday 19 Feb 2016	Friday 19 Feb 2016	Friday 19 Feb 2016	1
#666666	9	24.7236842105263	77	Friday 19 Feb 2016	Friday 19 Feb 2016	Friday 19 Feb 2016	1
#666666	10	25.3439655172414	77	Friday 19 Feb 2016	Friday 19 Feb 2016	Friday 19 Feb 2016	1
#666666	11	25.2222807017544	77	Friday 19 Feb 2016	Friday 19 Feb 2016	Friday 19 Feb 2016	1
#666666	12	25.1496551724138	77	Friday 19 Feb 2016	Friday 19 Feb 2016	Friday 19 Feb 2016	1
#666666	13	25.2050877192982	77	Friday 19 Feb 2016	Friday 19 Feb 2016	Friday 19 Feb 2016	1
#666666	14	25.3355172413793	77	Friday 19 Feb 2016	Friday 19 Feb 2016	Friday 19 Feb 2016	1
#666666	15	25.291052631579	77	Friday 19 Feb 2016	Friday 19 Feb 2016	Friday 19 Feb 2016	1
#666666	16	25.2594827586207	77	Friday 19 Feb 2016	Friday 19 Feb 2016	Friday 19 Feb 2016	1
#666666	17	24.9042105263158	77	Friday 19 Feb 2016	Friday 19 Feb 2016	Friday 19 Feb 2016	1
#666666	18	24.4568965517241	77	Friday 19 Feb 2016	Friday 19 Feb 2016	Friday 19 Feb 2016	1
#666666	19	24.44	77	Friday 19 Feb 2016	Friday 19 Feb 2016	Friday 19 Feb 2016	1
#666666	20	24.4906896551724	77	Friday 19 Feb 2016	Friday 19 Feb 2016	Friday 19 Feb 2016	1
#666666	21	24.93	77	Friday 19 Feb 2016	Friday 19 Feb 2016	Friday 19 Feb 2016	1
#666666	22	24.1020689655172	77	Friday 19 Feb 2016	Friday 19 Feb 2016	Friday 19 Feb 2016	1
#666666	23	23.5287719298246	77	Friday 19 Feb 2016	Friday 19 Feb 2016	Friday 19 Feb 2016	1
#666666	0	23.5717543859649	78	Friday 19 Jan 2018	Friday 19 Jan 2018	Friday 19 Jan 2018	1
#666666	1	23.9162068965517	78	Friday 19 Jan 2018	Friday 19 Jan 2018	Friday 19 Jan 2018	1
#666666	2	23.95	78	Friday 19 Jan 2018	Friday 19 Jan 2018	Friday 19 Jan 2018	1
#666666	3	23.95	78	Friday 19 Jan 2018	Friday 19 Jan 2018	Friday 19 Jan 2018	1
#666666	4	23.95	78	Friday 19 Jan 2018	Friday 19 Jan 2018	Friday 19 Jan 2018	1
#666666	5	23.95	78	Friday 19 Jan 2018	Friday 19 Jan 2018	Friday 19 Jan 2018	1
#666666	6	23.5287719298246	78	Friday 19 Jan 2018	Friday 19 Jan 2018	Friday 19 Jan 2018	1
#666666	7	22.9108620689655	78	Friday 19 Jan 2018	Friday 19 Jan 2018	Friday 19 Jan 2018	1
#666666	8	23.2622807017544	78	Friday 19 Jan 2018	Friday 19 Jan 2018	Friday 19 Jan 2018	1
#666666	9	23.9077586206897	78	Friday 19 Jan 2018	Friday 19 Jan 2018	Friday 19 Jan 2018	1
#666666	10	24.0875438596491	78	Friday 19 Jan 2018	Friday 19 Jan 2018	Friday 19 Jan 2018	1
#666666	11	24.2625862068966	78	Friday 19 Jan 2018	Friday 19 Jan 2018	Friday 19 Jan 2018	1
#666666	12	24.2766666666667	78	Friday 19 Jan 2018	Friday 19 Jan 2018	Friday 19 Jan 2018	1
#666666	13	24.6934482758621	78	Friday 19 Jan 2018	Friday 19 Jan 2018	Friday 19 Jan 2018	1
#666666	14	24.8698245614035	78	Friday 19 Jan 2018	Friday 19 Jan 2018	Friday 19 Jan 2018	1
#666666	15	24.8962068965517	78	Friday 19 Jan 2018	Friday 19 Jan 2018	Friday 19 Jan 2018	1
#666666	16	24.5173684210526	78	Friday 19 Jan 2018	Friday 19 Jan 2018	Friday 19 Jan 2018	1
#666666	17	23.9584482758621	78	Friday 19 Jan 2018	Friday 19 Jan 2018	Friday 19 Jan 2018	1
#666666	18	23.7952631578947	78	Friday 19 Jan 2018	Friday 19 Jan 2018	Friday 19 Jan 2018	1
#666666	19	23.46	78	Friday 19 Jan 2018	Friday 19 Jan 2018	Friday 19 Jan 2018	1
#666666	20	23.700701754386	78	Friday 19 Jan 2018	Friday 19 Jan 2018	Friday 19 Jan 2018	1
#666666	21	23.3586206896552	78	Friday 19 Jan 2018	Friday 19 Jan 2018	Friday 19 Jan 2018	1
#666666	22	23.1419298245614	78	Friday 19 Jan 2018	Friday 19 Jan 2018	Friday 19 Jan 2018	1
#666666	23	23.46	78	Friday 19 Jan 2018	Friday 19 Jan 2018	Friday 19 Jan 2018	1
#666666	0	22.1939655172414	79	Friday 19 May 2017	Friday 19 May 2017	Friday 19 May 2017	1
#666666	1	22.7035087719298	79	Friday 19 May 2017	Friday 19 May 2017	Friday 19 May 2017	1
#666666	2	22.97	79	Friday 19 May 2017	Friday 19 May 2017	Friday 19 May 2017	1
#666666	3	22.97	79	Friday 19 May 2017	Friday 19 May 2017	Friday 19 May 2017	1
#666666	4	22.97	79	Friday 19 May 2017	Friday 19 May 2017	Friday 19 May 2017	1
#666666	5	22.9270175438597	79	Friday 19 May 2017	Friday 19 May 2017	Friday 19 May 2017	1
#666666	6	21.3131034482759	79	Friday 19 May 2017	Friday 19 May 2017	Friday 19 May 2017	1
#666666	7	20.2463157894737	79	Friday 19 May 2017	Friday 19 May 2017	Friday 19 May 2017	1
