x	y	label	clickSelects	showSelected1	PANEL	group
6	23.46	23.5	Sunday 21 Jan 2018	Sunday 21 Jan 2018	1	455
14	22.2221052631579	22.2	Sunday 21 Jan 2018	Sunday 21 Jan 2018	1	455
23	23.46	23.5	Sunday 21 Jan 2018	Sunday 21 Jan 2018	1	455
12	25.3942105263158	25.4	Monday 22 Jan 2018	Monday 22 Jan 2018	1	213
16	25.3942105263158	25.4	Monday 22 Jan 2018	Monday 22 Jan 2018	1	213
23	22.606724137931	22.6	Monday 22 Jan 2018	Monday 22 Jan 2018	1	213
2	23.46	23.5	Tuesday 23 Jan 2018	Tuesday 23 Jan 2018	1	710
3	23.46	23.5	Tuesday 23 Jan 2018	Tuesday 23 Jan 2018	1	710
4	23.46	23.5	Tuesday 23 Jan 2018	Tuesday 23 Jan 2018	1	710
5	23.46	23.5	Tuesday 23 Jan 2018	Tuesday 23 Jan 2018	1	710
14	23.46	23.5	Tuesday 23 Jan 2018	Tuesday 23 Jan 2018	1	710
16	23.46	23.5	Tuesday 23 Jan 2018	Tuesday 23 Jan 2018	1	710
17	23.46	23.5	Tuesday 23 Jan 2018	Tuesday 23 Jan 2018	1	710
23	22.5306896551724	22.5	Tuesday 23 Jan 2018	Tuesday 23 Jan 2018	1	710
1	22.6574137931034	22.7	Wednesday 24 Jan 2018	Wednesday 24 Jan 2018	1	838
15	25.056724137931	25.1	Wednesday 24 Jan 2018	Wednesday 24 Jan 2018	1	838
0	22.8324561403509	22.8	Thursday 25 Jan 2018	Thursday 25 Jan 2018	1	595
17	26.4068965517241	26.4	Thursday 25 Jan 2018	Thursday 25 Jan 2018	1	595
1	23.1136206896552	23.1	Friday 26 Jan 2018	Friday 26 Jan 2018	1	106
14	26.0805263157895	26.1	Friday 26 Jan 2018	Friday 26 Jan 2018	1	106
16	22.4971929824561	22.5	Saturday 27 Jan 2018	Saturday 27 Jan 2018	1	356
23	23.4684482758621	23.5	Saturday 27 Jan 2018	Saturday 27 Jan 2018	1	356
11	22.2265517241379	22.2	Sunday 28 Jan 2018	Sunday 28 Jan 2018	1	483
23	23.46	23.5	Sunday 28 Jan 2018	Sunday 28 Jan 2018	1	483
7	22.5137931034483	22.5	Monday 29 Jan 2018	Monday 29 Jan 2018	1	241
12	23.9671929824561	24.0	Monday 29 Jan 2018	Monday 29 Jan 2018	1	241
7	22.97	23.0	Tuesday 30 Jan 2018	Tuesday 30 Jan 2018	1	737
8	22.97	23.0	Tuesday 30 Jan 2018	Tuesday 30 Jan 2018	1	737
15	26.3984482758621	26.4	Tuesday 30 Jan 2018	Tuesday 30 Jan 2018	1	737
7	22.9784482758621	23.0	Wednesday 31 Jan 2018	Wednesday 31 Jan 2018	1	864
14	26.3470175438597	26.3	Wednesday 31 Jan 2018	Wednesday 31 Jan 2018	1	864
4	23.46	23.5	Thursday 01 Feb 2018	Thursday 01 Feb 2018	1	495
5	23.46	23.5	Thursday 01 Feb 2018	Thursday 01 Feb 2018	1	495
6	23.46	23.5	Thursday 01 Feb 2018	Thursday 01 Feb 2018	1	495
7	23.46	23.5	Thursday 01 Feb 2018	Thursday 01 Feb 2018	1	495
13	26.8546551724138	26.9	Thursday 01 Feb 2018	Thursday 01 Feb 2018	1	495
15	27.3277586206897	27.3	Friday 02 Feb 2018	Friday 02 Feb 2018	1	7
22	23.5631578947368	23.6	Friday 02 Feb 2018	Friday 02 Feb 2018	1	7
12	22.6777192982456	22.7	Saturday 03 Feb 2018	Saturday 03 Feb 2018	1	257
18	23.9843859649123	24.0	Saturday 03 Feb 2018	Saturday 03 Feb 2018	1	257
13	22.9362068965517	22.9	Sunday 04 Feb 2018	Sunday 04 Feb 2018	1	384
23	24.2118965517241	24.2	Sunday 04 Feb 2018	Sunday 04 Feb 2018	1	384
7	23.4262068965517	23.4	Monday 05 Feb 2018	Monday 05 Feb 2018	1	141
15	26.6603448275862	26.7	Monday 05 Feb 2018	Monday 05 Feb 2018	1	141
7	23.46	23.5	Tuesday 06 Feb 2018	Tuesday 06 Feb 2018	1	638
15	25.9084482758621	25.9	Tuesday 06 Feb 2018	Tuesday 06 Feb 2018	1	638
1	23.1643103448276	23.2	Wednesday 07 Feb 2018	Wednesday 07 Feb 2018	1	766
15	25.5110344827586	25.5	Wednesday 07 Feb 2018	Wednesday 07 Feb 2018	1	766
3	23.3163793103448	23.3	Thursday 08 Feb 2018	Thursday 08 Feb 2018	1	523
15	26.7025862068966	26.7	Thursday 08 Feb 2018	Thursday 08 Feb 2018	1	523
7	23.46	23.5	Friday 09 Feb 2018	Friday 09 Feb 2018	1	35
14	25.8326315789474	25.8	Friday 09 Feb 2018	Friday 09 Feb 2018	1	35
0	23.95	23.9	Saturday 10 Feb 2018	Saturday 10 Feb 2018	1	285
6	23.95	23.9	Saturday 10 Feb 2018	Saturday 10 Feb 2018	1	285
16	22.5573684210526	22.6	Saturday 10 Feb 2018	Saturday 10 Feb 2018	1	285
10	22.1017543859649	22.1	Sunday 11 Feb 2018	Sunday 11 Feb 2018	1	412
21	23.9331034482759	23.9	Sunday 11 Feb 2018	Sunday 11 Feb 2018	1	412
7	22.9784482758621	23.0	Monday 12 Feb 2018	Monday 12 Feb 2018	1	170
15	25.6848275862069	25.7	Monday 12 Feb 2018	Monday 12 Feb 2018	1	170
7	23.4431034482759	23.4	Tuesday 13 Feb 2018	Tuesday 13 Feb 2018	1	667
13	26.5336206896552	26.5	Tuesday 13 Feb 2018	Tuesday 13 Feb 2018	1	667
7	23.46	23.5	Wednesday 14 Feb 2018	Wednesday 14 Feb 2018	1	795
8	23.46	23.5	Wednesday 14 Feb 2018	Wednesday 14 Feb 2018	1	795
15	25.8751724137931	25.9	Wednesday 14 Feb 2018	Wednesday 14 Feb 2018	1	795
7	23.8739655172414	23.9	Thursday 15 Feb 2018	Thursday 15 Feb 2018	1	552
16	25.8831578947368	25.9	Thursday 15 Feb 2018	Thursday 15 Feb 2018	1	552
7	23.9837931034483	24.0	Friday 16 Feb 2018	Friday 16 Feb 2018	1	64
13	25.428275862069	25.4	Friday 16 Feb 2018	Friday 16 Feb 2018	1	64
15	25.428275862069	25.4	Friday 16 Feb 2018	Friday 16 Feb 2018	1	64
1	24.4231034482759	24.4	Saturday 17 Feb 2018	Saturday 17 Feb 2018	1	314
10	22.5057894736842	22.5	Saturday 17 Feb 2018	Saturday 17 Feb 2018	1	314
11	22.5573684210526	22.6	Sunday 18 Feb 2018	Sunday 18 Feb 2018	1	441
18	24.4315517241379	24.4	Sunday 18 Feb 2018	Sunday 18 Feb 2018	1	441
7	23.3052631578947	23.3	Monday 19 Feb 2018	Monday 19 Feb 2018	1	199
14	25.9084482758621	25.9	Monday 19 Feb 2018	Monday 19 Feb 2018	1	199
7	24.0187719298246	24.0	Tuesday 20 Feb 2018	Tuesday 20 Feb 2018	1	696
15	25.9085964912281	25.9	Tuesday 20 Feb 2018	Tuesday 20 Feb 2018	1	696
7	23.9414035087719	23.9	Wednesday 21 Feb 2018	Wednesday 21 Feb 2018	1	824
11	25.3856140350877	25.4	Wednesday 21 Feb 2018	Wednesday 21 Feb 2018	1	824
16	24.2794827586207	24.3	Thursday 22 Feb 2018	Thursday 22 Feb 2018	1	581
21	23.46	23.5	Thursday 22 Feb 2018	Thursday 22 Feb 2018	1	581
22	23.46	23.5	Thursday 22 Feb 2018	Thursday 22 Feb 2018	1	581
9	22.48	22.5	Friday 23 Feb 2018	Friday 23 Feb 2018	1	92
14	23.9415517241379	23.9	Friday 23 Feb 2018	Friday 23 Feb 2018	1	92
5	23.95	23.9	Saturday 24 Feb 2018	Saturday 24 Feb 2018	1	342
6	23.95	23.9	Saturday 24 Feb 2018	Saturday 24 Feb 2018	1	342
11	22.97	23.0	Saturday 24 Feb 2018	Saturday 24 Feb 2018	1	342
12	22.97	23.0	Saturday 24 Feb 2018	Saturday 24 Feb 2018	1	342
7	23.6835087719298	23.7	Sunday 25 Feb 2018	Sunday 25 Feb 2018	1	469
18	22.8939655172414	22.9	Sunday 25 Feb 2018	Sunday 25 Feb 2018	1	469
5	23.0043859649123	23.0	Monday 26 Feb 2018	Monday 26 Feb 2018	1	227
15	26.7768421052632	26.8	Monday 26 Feb 2018	Monday 26 Feb 2018	1	227
8	23.823275862069	23.8	Tuesday 27 Feb 2018	Tuesday 27 Feb 2018	1	724
14	27.37	27.4	Tuesday 27 Feb 2018	Tuesday 27 Feb 2018	1	724
15	27.37	27.4	Tuesday 27 Feb 2018	Tuesday 27 Feb 2018	1	724
7	24.0273684210526	24.0	Wednesday 28 Feb 2018	Wednesday 28 Feb 2018	1	852
15	26.4759649122807	26.5	Wednesday 28 Feb 2018	Wednesday 28 Feb 2018	1	852
6	22.9953448275862	23.0	Thursday 01 Mar 2018	Thursday 01 Mar 2018	1	497
14	24.9553448275862	25.0	Thursday 01 Mar 2018	Thursday 01 Mar 2018	1	497
4	24.93	24.9	Friday 02 Mar 2018	Friday 02 Mar 2018	1	9
5	24.93	24.9	Friday 02 Mar 2018	Friday 02 Mar 2018	1	9
20	23.333275862069	23.3	Friday 02 Mar 2018	Friday 02 Mar 2018	1	9
2	24.4315517241379	24.4	Saturday 03 Mar 2018	Saturday 03 Mar 2018	1	259
6	24.4315517241379	24.4	Saturday 03 Mar 2018	Saturday 03 Mar 2018	1	259
17	22.8066666666667	22.8	Saturday 03 Mar 2018	Saturday 03 Mar 2018	1	259
6	23.9922413793103	24.0	Sunday 04 Mar 2018	Sunday 04 Mar 2018	1	386
17	22.7808771929825	22.8	Sunday 04 Mar 2018	Sunday 04 Mar 2018	1	386
13	24.4743859649123	24.5	Monday 05 Mar 2018	Monday 05 Mar 2018	1	143
20	23.215	23.2	Monday 05 Mar 2018	Monday 05 Mar 2018	1	143
0	23.3670689655172	23.4	Tuesday 06 Mar 2018	Tuesday 06 Mar 2018	1	640
16	25.048275862069	25.0	Tuesday 06 Mar 2018	Tuesday 06 Mar 2018	1	640
0	23.7979310344828	23.8	Wednesday 07 Mar 2018	Wednesday 07 Mar 2018	1	768
15	25.4368421052632	25.4	Wednesday 07 Mar 2018	Wednesday 07 Mar 2018	1	768
14	25.5193103448276	25.5	Thursday 08 Mar 2018	Thursday 08 Mar 2018	1	525
23	23.1591228070175	23.2	Thursday 08 Mar 2018	Thursday 08 Mar 2018	1	525
1	23.0473684210526	23.0	Friday 09 Mar 2018	Friday 09 Mar 2018	1	37
16	25.2256896551724	25.2	Friday 09 Mar 2018	Friday 09 Mar 2018	1	37
5	24.44	24.4	Saturday 10 Mar 2018	Saturday 10 Mar 2018	1	287
6	24.44	24.4	Saturday 10 Mar 2018	Saturday 10 Mar 2018	1	287
18	22.97	23.0	Saturday 10 Mar 2018	Saturday 10 Mar 2018	1	287
1	23.9584482758621	24.0	Sunday 11 Mar 2018	Sunday 11 Mar 2018	1	414
6	23.9584482758621	24.0	Sunday 11 Mar 2018	Sunday 11 Mar 2018	1	414
16	22.4293103448276	22.4	Sunday 11 Mar 2018	Sunday 11 Mar 2018	1	414
8	23.2487931034483	23.2	Monday 12 Mar 2018	Monday 12 Mar 2018	1	172
15	25.7821052631579	25.8	Monday 12 Mar 2018	Monday 12 Mar 2018	1	172
0	23.1136206896552	23.1	Tuesday 13 Mar 2018	Tuesday 13 Mar 2018	1	669
14	24.9384482758621	24.9	Tuesday 13 Mar 2018	Tuesday 13 Mar 2018	1	669
8	23.0122413793103	23.0	Wednesday 14 Mar 2018	Wednesday 14 Mar 2018	1	797
15	25.6387719298246	25.6	Wednesday 14 Mar 2018	Wednesday 14 Mar 2018	1	797
8	23.1474137931034	23.1	Thursday 15 Mar 2018	Thursday 15 Mar 2018	1	554
15	26.3212280701754	26.3	Thursday 15 Mar 2018	Thursday 15 Mar 2018	1	554
8	23.5275862068966	23.5	Friday 16 Mar 2018	Friday 16 Mar 2018	1	66
15	26.88	26.9	Friday 16 Mar 2018	Friday 16 Mar 2018	1	66
13	22.97	23.0	Saturday 17 Mar 2018	Saturday 17 Mar 2018	1	316
18	25.3524137931035	25.4	Saturday 17 Mar 2018	Saturday 17 Mar 2018	1	316
13	22.7722807017544	22.8	Sunday 18 Mar 2018	Sunday 18 Mar 2018	1	443
17	24.8612280701754	24.9	Sunday 18 Mar 2018	Sunday 18 Mar 2018	1	443
8	23.0037931034483	23.0	Monday 19 Mar 2018	Monday 19 Mar 2018	1	201
16	26.1196551724138	26.1	Monday 19 Mar 2018	Monday 19 Mar 2018	1	201
7	23.46	23.5	Tuesday 20 Mar 2018	Tuesday 20 Mar 2018	1	698
15	27.1464912280702	27.1	Tuesday 20 Mar 2018	Tuesday 20 Mar 2018	1	698
0	23.831724137931	23.8	Wednesday 21 Mar 2018	Wednesday 21 Mar 2018	1	826
15	26.3642105263158	26.4	Wednesday 21 Mar 2018	Wednesday 21 Mar 2018	1	826
7	23.9757894736842	24.0	Thursday 22 Mar 2018	Thursday 22 Mar 2018	1	583
16	26.3055172413793	26.3	Thursday 22 Mar 2018	Thursday 22 Mar 2018	1	583
3	25.8915789473684	25.9	Friday 23 Mar 2018	Friday 23 Mar 2018	1	94
7	24.2164912280702	24.2	Friday 23 Mar 2018	Friday 23 Mar 2018	1	94
3	25.42	25.4	Saturday 24 Mar 2018	Saturday 24 Mar 2018	1	344
4	25.42	25.4	Saturday 24 Mar 2018	Saturday 24 Mar 2018	1	344
5	25.42	25.4	Saturday 24 Mar 2018	Saturday 24 Mar 2018	1	344
6	25.42	25.4	Saturday 24 Mar 2018	Saturday 24 Mar 2018	1	344
16	23.0215789473684	23.0	Saturday 24 Mar 2018	Saturday 24 Mar 2018	1	344
9	23.3670689655172	23.4	Sunday 25 Mar 2018	Sunday 25 Mar 2018	1	471
20	25.42	25.4	Sunday 25 Mar 2018	Sunday 25 Mar 2018	1	471
7	23.5360344827586	23.5	Monday 26 Mar 2018	Monday 26 Mar 2018	1	229
15	26.7701724137931	26.8	Monday 26 Mar 2018	Monday 26 Mar 2018	1	229
7	23.9415517241379	23.9	Tuesday 27 Mar 2018	Tuesday 27 Mar 2018	1	726
11	26.6856896551724	26.7	Tuesday 27 Mar 2018	Tuesday 27 Mar 2018	1	726
1	24.0851724137931	24.1	Wednesday 28 Mar 2018	Wednesday 28 Mar 2018	1	854
14	26.3556140350877	26.4	Wednesday 28 Mar 2018	Wednesday 28 Mar 2018	1	854
14	25.9	25.9	Thursday 29 Mar 2018	Thursday 29 Mar 2018	1	610
19	24.44	24.4	Thursday 29 Mar 2018	Thursday 29 Mar 2018	1	610
0	25.74	25.7	Friday 30 Mar 2018	Friday 30 Mar 2018	1	121
19	23.9246551724138	23.9	Friday 30 Mar 2018	Friday 30 Mar 2018	1	121
9	23.6965517241379	23.7	Saturday 31 Mar 2018	Saturday 31 Mar 2018	1	370
20	25.3168421052632	25.3	Saturday 31 Mar 2018	Saturday 31 Mar 2018	1	370
4	25.42	25.4	Sunday 01 Apr 2018	Sunday 01 Apr 2018	1	371
5	25.42	25.4	Sunday 01 Apr 2018	Sunday 01 Apr 2018	1	371
6	25.42	25.4	Sunday 01 Apr 2018	Sunday 01 Apr 2018	1	371
14	23.4342105263158	23.4	Sunday 01 Apr 2018	Sunday 01 Apr 2018	1	371
0	25.1019298245614	25.1	Monday 02 Apr 2018	Monday 02 Apr 2018	1	128
19	23.8570689655172	23.9	Monday 02 Apr 2018	Monday 02 Apr 2018	1	128
8	23.9328070175439	23.9	Tuesday 03 Apr 2018	Tuesday 03 Apr 2018	1	625
15	25.4028070175439	25.4	Tuesday 03 Apr 2018	Tuesday 03 Apr 2018	1	625
8	23.95	23.9	Wednesday 04 Apr 2018	Wednesday 04 Apr 2018	1	753
16	25.4524137931035	25.5	Wednesday 04 Apr 2018	Wednesday 04 Apr 2018	1	753
7	23.95	23.9	Thursday 05 Apr 2018	Thursday 05 Apr 2018	1	510
8	23.95	23.9	Thursday 05 Apr 2018	Thursday 05 Apr 2018	1	510
16	25.4531034482759	25.5	Thursday 05 Apr 2018	Thursday 05 Apr 2018	1	510
8	24.0006896551724	24.0	Friday 06 Apr 2018	Friday 06 Apr 2018	1	22
14	25.8751724137931	25.9	Friday 06 Apr 2018	Friday 06 Apr 2018	1	22
5	25.4114035087719	25.4	Saturday 07 Apr 2018	Saturday 07 Apr 2018	1	272
15	23.5201754385965	23.5	Saturday 07 Apr 2018	Saturday 07 Apr 2018	1	272
2	24.93	24.9	Sunday 08 Apr 2018	Sunday 08 Apr 2018	1	399
3	24.93	24.9	Sunday 08 Apr 2018	Sunday 08 Apr 2018	1	399
4	24.93	24.9	Sunday 08 Apr 2018	Sunday 08 Apr 2018	1	399
5	24.93	24.9	Sunday 08 Apr 2018	Sunday 08 Apr 2018	1	399
6	24.93	24.9	Sunday 08 Apr 2018	Sunday 08 Apr 2018	1	399
16	23.4768965517241	23.5	Sunday 08 Apr 2018	Sunday 08 Apr 2018	1	399
7	23.9671929824561	24.0	Monday 09 Apr 2018	Monday 09 Apr 2018	1	157
15	25.9343859649123	25.9	Monday 09 Apr 2018	Monday 09 Apr 2018	1	157
7	24.2508771929825	24.3	Tuesday 10 Apr 2018	Tuesday 10 Apr 2018	1	654
15	25.4284210526316	25.4	Tuesday 10 Apr 2018	Tuesday 10 Apr 2018	1	654
13	25.63	25.6	Wednesday 11 Apr 2018	Wednesday 11 Apr 2018	1	782
20	23.95	23.9	Wednesday 11 Apr 2018	Wednesday 11 Apr 2018	1	782
21	23.95	23.9	Wednesday 11 Apr 2018	Wednesday 11 Apr 2018	1	782
14	25.9	25.9	Thursday 12 Apr 2018	Thursday 12 Apr 2018	1	539
20	23.5022413793103	23.5	Thursday 12 Apr 2018	Thursday 12 Apr 2018	1	539
0	24.93	24.9	Friday 13 Apr 2018	Friday 13 Apr 2018	1	51
1	24.93	24.9	Friday 13 Apr 2018	Friday 13 Apr 2018	1	51
2	24.93	24.9	Friday 13 Apr 2018	Friday 13 Apr 2018	1	51
3	24.93	24.9	Friday 13 Apr 2018	Friday 13 Apr 2018	1	51
4	24.93	24.9	Friday 13 Apr 2018	Friday 13 Apr 2018	1	51
22	22.4971929824561	22.5	Friday 13 Apr 2018	Friday 13 Apr 2018	1	51
0	23.46	23.5	Saturday 14 Apr 2018	Saturday 14 Apr 2018	1	301
1	23.46	23.5	Saturday 14 Apr 2018	Saturday 14 Apr 2018	1	301
2	23.46	23.5	Saturday 14 Apr 2018	Saturday 14 Apr 2018	1	301
3	23.46	23.5	Saturday 14 Apr 2018	Saturday 14 Apr 2018	1	301
4	23.46	23.5	Saturday 14 Apr 2018	Saturday 14 Apr 2018	1	301
5	23.46	23.5	Saturday 14 Apr 2018	Saturday 14 Apr 2018	1	301
6	23.46	23.5	Saturday 14 Apr 2018	Saturday 14 Apr 2018	1	301
19	21.7665517241379	21.8	Saturday 14 Apr 2018	Saturday 14 Apr 2018	1	301
6	23.46	23.5	Sunday 15 Apr 2018	Sunday 15 Apr 2018	1	428
15	21.51	21.5	Sunday 15 Apr 2018	Sunday 15 Apr 2018	1	428
3	21.8741379310345	21.9	Monday 16 Apr 2018	Monday 16 Apr 2018	1	186
17	22.97	23.0	Monday 16 Apr 2018	Monday 16 Apr 2018	1	186
4	21.8217543859649	21.8	Tuesday 17 Apr 2018	Tuesday 17 Apr 2018	1	683
14	23.9671929824561	24.0	Tuesday 17 Apr 2018	Tuesday 17 Apr 2018	1	683
15	23.9331034482759	23.9	Wednesday 18 Apr 2018	Wednesday 18 Apr 2018	1	811
23	21.0368965517241	21.0	Wednesday 18 Apr 2018	Wednesday 18 Apr 2018	1	811
6	21.1059649122807	21.1	Thursday 19 Apr 2018	Thursday 19 Apr 2018	1	568
11	22.3892592592593	22.4	Thursday 19 Apr 2018	Thursday 19 Apr 2018	1	568
