x	y	label	clickSelects	showSelected1	PANEL	group
14	24.1781034482759	24.2	Monday 07 Dec 2015	Monday 07 Dec 2015	1	150
21	22.841052631579	22.8	Monday 07 Dec 2015	Monday 07 Dec 2015	1	150
0	23.95	23.9	Tuesday 08 Dec 2015	Tuesday 08 Dec 2015	1	647
1	23.95	23.9	Tuesday 08 Dec 2015	Tuesday 08 Dec 2015	1	647
2	23.95	23.9	Tuesday 08 Dec 2015	Tuesday 08 Dec 2015	1	647
3	23.95	23.9	Tuesday 08 Dec 2015	Tuesday 08 Dec 2015	1	647
4	23.95	23.9	Tuesday 08 Dec 2015	Tuesday 08 Dec 2015	1	647
5	23.95	23.9	Tuesday 08 Dec 2015	Tuesday 08 Dec 2015	1	647
22	22.4124137931035	22.4	Tuesday 08 Dec 2015	Tuesday 08 Dec 2015	1	647
14	24.1527586206897	24.2	Wednesday 09 Dec 2015	Wednesday 09 Dec 2015	1	775
22	21.9403448275862	21.9	Wednesday 09 Dec 2015	Wednesday 09 Dec 2015	1	775
15	24.4743859649123	24.5	Thursday 10 Dec 2015	Thursday 10 Dec 2015	1	532
21	22.600350877193	22.6	Thursday 10 Dec 2015	Thursday 10 Dec 2015	1	532
4	24.4315517241379	24.4	Friday 11 Dec 2015	Friday 11 Dec 2015	1	44
7	22.7121052631579	22.7	Friday 11 Dec 2015	Friday 11 Dec 2015	1	44
3	23.9585964912281	24.0	Saturday 12 Dec 2015	Saturday 12 Dec 2015	1	294
16	22.3955172413793	22.4	Saturday 12 Dec 2015	Saturday 12 Dec 2015	1	294
0	23.9584482758621	24.0	Sunday 13 Dec 2015	Sunday 13 Dec 2015	1	421
12	22.1251724137931	22.1	Sunday 13 Dec 2015	Sunday 13 Dec 2015	1	421
16	24.3724137931035	24.4	Monday 14 Dec 2015	Monday 14 Dec 2015	1	179
20	22.7841379310345	22.8	Monday 14 Dec 2015	Monday 14 Dec 2015	1	179
3	24.44	24.4	Tuesday 15 Dec 2015	Tuesday 15 Dec 2015	1	676
4	24.44	24.4	Tuesday 15 Dec 2015	Tuesday 15 Dec 2015	1	676
5	24.44	24.4	Tuesday 15 Dec 2015	Tuesday 15 Dec 2015	1	676
22	22.0998275862069	22.1	Tuesday 15 Dec 2015	Tuesday 15 Dec 2015	1	676
8	22.48	22.5	Wednesday 16 Dec 2015	Wednesday 16 Dec 2015	1	804
16	24.2287931034483	24.2	Wednesday 16 Dec 2015	Wednesday 16 Dec 2015	1	804
16	24.0039830508475	24.0	Thursday 17 Dec 2015	Thursday 17 Dec 2015	1	561
23	22.6182051282051	22.6	Thursday 17 Dec 2015	Thursday 17 Dec 2015	1	561
15	24.2264102564103	24.2	Friday 18 Dec 2015	Friday 18 Dec 2015	1	73
23	21.75	21.8	Friday 18 Dec 2015	Friday 18 Dec 2015	1	73
5	23.4778181818182	23.5	Saturday 19 Dec 2015	Saturday 19 Dec 2015	1	323
13	21.99	22.0	Saturday 19 Dec 2015	Saturday 19 Dec 2015	1	323
14	21.99	22.0	Saturday 19 Dec 2015	Saturday 19 Dec 2015	1	323
15	21.99	22.0	Saturday 19 Dec 2015	Saturday 19 Dec 2015	1	323
16	21.99	22.0	Saturday 19 Dec 2015	Saturday 19 Dec 2015	1	323
19	21.99	22.0	Saturday 19 Dec 2015	Saturday 19 Dec 2015	1	323
0	23.46	23.5	Sunday 20 Dec 2015	Sunday 20 Dec 2015	1	450
1	23.46	23.5	Sunday 20 Dec 2015	Sunday 20 Dec 2015	1	450
2	23.46	23.5	Sunday 20 Dec 2015	Sunday 20 Dec 2015	1	450
3	23.46	23.5	Sunday 20 Dec 2015	Sunday 20 Dec 2015	1	450
4	23.46	23.5	Sunday 20 Dec 2015	Sunday 20 Dec 2015	1	450
5	23.46	23.5	Sunday 20 Dec 2015	Sunday 20 Dec 2015	1	450
6	23.46	23.5	Sunday 20 Dec 2015	Sunday 20 Dec 2015	1	450
10	21.99	22.0	Sunday 20 Dec 2015	Sunday 20 Dec 2015	1	450
11	21.99	22.0	Sunday 20 Dec 2015	Sunday 20 Dec 2015	1	450
19	23.46	23.5	Sunday 20 Dec 2015	Sunday 20 Dec 2015	1	450
20	23.46	23.5	Sunday 20 Dec 2015	Sunday 20 Dec 2015	1	450
21	23.46	23.5	Sunday 20 Dec 2015	Sunday 20 Dec 2015	1	450
22	23.46	23.5	Sunday 20 Dec 2015	Sunday 20 Dec 2015	1	450
23	23.46	23.5	Sunday 20 Dec 2015	Sunday 20 Dec 2015	1	450
8	22.4750505050505	22.5	Monday 21 Dec 2015	Monday 21 Dec 2015	1	208
20	23.9157	23.9	Monday 21 Dec 2015	Monday 21 Dec 2015	1	208
5	23.8898245614035	23.9	Tuesday 22 Dec 2015	Tuesday 22 Dec 2015	1	705
19	22.49	22.5	Tuesday 22 Dec 2015	Tuesday 22 Dec 2015	1	705
4	23.945504587156	23.9	Wednesday 23 Dec 2015	Wednesday 23 Dec 2015	1	833
23	21.0390291262136	21.0	Wednesday 23 Dec 2015	Wednesday 23 Dec 2015	1	833
14	23.95	23.9	Thursday 24 Dec 2015	Thursday 24 Dec 2015	1	590
18	21.0830693069307	21.1	Thursday 24 Dec 2015	Thursday 24 Dec 2015	1	590
5	23.7952631578947	23.8	Friday 25 Dec 2015	Friday 25 Dec 2015	1	101
18	20.4726126126126	20.5	Friday 25 Dec 2015	Friday 25 Dec 2015	1	101
16	20.5636274509804	20.6	Saturday 26 Dec 2015	Saturday 26 Dec 2015	1	351
23	23.4050862068966	23.4	Saturday 26 Dec 2015	Saturday 26 Dec 2015	1	351
0	23.46	23.5	Sunday 27 Dec 2015	Sunday 27 Dec 2015	1	478
15	20.3349074074074	20.3	Sunday 27 Dec 2015	Sunday 27 Dec 2015	1	478
1	22.942	22.9	Monday 28 Dec 2015	Monday 28 Dec 2015	1	236
17	20.4259292035398	20.4	Monday 28 Dec 2015	Monday 28 Dec 2015	1	236
5	22.6930434782609	22.7	Tuesday 29 Dec 2015	Tuesday 29 Dec 2015	1	733
16	20.4891666666667	20.5	Tuesday 29 Dec 2015	Tuesday 29 Dec 2015	1	733
3	22.7685046728972	22.8	Wednesday 30 Dec 2015	Wednesday 30 Dec 2015	1	860
10	20.5253333333333	20.5	Wednesday 30 Dec 2015	Wednesday 30 Dec 2015	1	860
5	22.8371186440678	22.8	Thursday 31 Dec 2015	Thursday 31 Dec 2015	1	616
18	20.1230508474576	20.1	Thursday 31 Dec 2015	Thursday 31 Dec 2015	1	616
5	22.7970588235294	22.8	Friday 01 Jan 2016	Friday 01 Jan 2016	1	3
15	20.3820754716981	20.4	Friday 01 Jan 2016	Friday 01 Jan 2016	1	3
4	22.845350877193	22.8	Saturday 02 Jan 2016	Saturday 02 Jan 2016	1	253
14	20.1517543859649	20.2	Saturday 02 Jan 2016	Saturday 02 Jan 2016	1	253
6	22.965775862069	23.0	Sunday 03 Jan 2016	Sunday 03 Jan 2016	1	380
16	20.285	20.3	Sunday 03 Jan 2016	Sunday 03 Jan 2016	1	380
7	21.1636206896552	21.2	Monday 04 Jan 2016	Monday 04 Jan 2016	1	137
14	24.1105172413793	24.1	Monday 04 Jan 2016	Monday 04 Jan 2016	1	137
17	25.035945945946	25.0	Tuesday 05 Jan 2016	Tuesday 05 Jan 2016	1	634
22	22.2205882352941	22.2	Tuesday 05 Jan 2016	Tuesday 05 Jan 2016	1	634
7	22.1533333333333	22.2	Wednesday 06 Jan 2016	Wednesday 06 Jan 2016	1	762
14	24.5884848484849	24.6	Wednesday 06 Jan 2016	Wednesday 06 Jan 2016	1	762
16	24.636	24.6	Thursday 07 Jan 2016	Thursday 07 Jan 2016	1	519
20	22.4646875	22.5	Thursday 07 Jan 2016	Thursday 07 Jan 2016	1	519
0	22.4671052631579	22.5	Friday 08 Jan 2016	Friday 08 Jan 2016	1	31
14	24.5884848484849	24.6	Friday 08 Jan 2016	Friday 08 Jan 2016	1	31
3	24.44	24.4	Saturday 09 Jan 2016	Saturday 09 Jan 2016	1	281
4	24.44	24.4	Saturday 09 Jan 2016	Saturday 09 Jan 2016	1	281
5	24.44	24.4	Saturday 09 Jan 2016	Saturday 09 Jan 2016	1	281
6	24.44	24.4	Saturday 09 Jan 2016	Saturday 09 Jan 2016	1	281
16	22.4631034482759	22.5	Saturday 09 Jan 2016	Saturday 09 Jan 2016	1	281
6	24.2094117647059	24.2	Sunday 10 Jan 2016	Sunday 10 Jan 2016	1	408
17	21.6656756756757	21.7	Sunday 10 Jan 2016	Sunday 10 Jan 2016	1	408
8	22.4511764705882	22.5	Monday 11 Jan 2016	Monday 11 Jan 2016	1	166
14	25.2210810810811	25.2	Monday 11 Jan 2016	Monday 11 Jan 2016	1	166
17	25.215	25.2	Tuesday 12 Jan 2016	Tuesday 12 Jan 2016	1	663
23	22.29625	22.3	Tuesday 12 Jan 2016	Tuesday 12 Jan 2016	1	663
0	22.0827027027027	22.1	Wednesday 13 Jan 2016	Wednesday 13 Jan 2016	1	791
15	24.6765517241379	24.7	Wednesday 13 Jan 2016	Wednesday 13 Jan 2016	1	791
16	24.3712280701754	24.4	Thursday 14 Jan 2016	Thursday 14 Jan 2016	1	548
23	22.1251724137931	22.1	Thursday 14 Jan 2016	Thursday 14 Jan 2016	1	548
11	24.068275862069	24.1	Friday 15 Jan 2016	Friday 15 Jan 2016	1	60
21	22.0068965517241	22.0	Friday 15 Jan 2016	Friday 15 Jan 2016	1	60
4	23.46	23.5	Saturday 16 Jan 2016	Saturday 16 Jan 2016	1	310
5	23.46	23.5	Saturday 16 Jan 2016	Saturday 16 Jan 2016	1	310
6	23.46	23.5	Saturday 16 Jan 2016	Saturday 16 Jan 2016	1	310
10	21.99	22.0	Saturday 16 Jan 2016	Saturday 16 Jan 2016	1	310
11	21.99	22.0	Saturday 16 Jan 2016	Saturday 16 Jan 2016	1	310
12	21.99	22.0	Saturday 16 Jan 2016	Saturday 16 Jan 2016	1	310
13	21.99	22.0	Saturday 16 Jan 2016	Saturday 16 Jan 2016	1	310
14	21.99	22.0	Saturday 16 Jan 2016	Saturday 16 Jan 2016	1	310
15	21.99	22.0	Saturday 16 Jan 2016	Saturday 16 Jan 2016	1	310
16	21.99	22.0	Saturday 16 Jan 2016	Saturday 16 Jan 2016	1	310
2	23.46	23.5	Sunday 17 Jan 2016	Sunday 17 Jan 2016	1	437
3	23.46	23.5	Sunday 17 Jan 2016	Sunday 17 Jan 2016	1	437
4	23.46	23.5	Sunday 17 Jan 2016	Sunday 17 Jan 2016	1	437
5	23.46	23.5	Sunday 17 Jan 2016	Sunday 17 Jan 2016	1	437
6	23.46	23.5	Sunday 17 Jan 2016	Sunday 17 Jan 2016	1	437
23	21.9651724137931	22.0	Sunday 17 Jan 2016	Sunday 17 Jan 2016	1	437
7	22.1336206896552	22.1	Monday 18 Jan 2016	Monday 18 Jan 2016	1	195
16	24.6119298245614	24.6	Monday 18 Jan 2016	Monday 18 Jan 2016	1	195
0	22.5659649122807	22.6	Tuesday 19 Jan 2016	Tuesday 19 Jan 2016	1	692
11	26.018275862069	26.0	Tuesday 19 Jan 2016	Tuesday 19 Jan 2016	1	692
15	25.3422413793103	25.3	Wednesday 20 Jan 2016	Wednesday 20 Jan 2016	1	820
20	22.97	23.0	Wednesday 20 Jan 2016	Wednesday 20 Jan 2016	1	820
15	24.7272413793104	24.7	Thursday 21 Jan 2016	Thursday 21 Jan 2016	1	577
22	22.8668421052632	22.9	Thursday 21 Jan 2016	Thursday 21 Jan 2016	1	577
14	24.93	24.9	Friday 22 Jan 2016	Friday 22 Jan 2016	1	88
23	22.3870689655172	22.4	Friday 22 Jan 2016	Friday 22 Jan 2016	1	88
6	23.4943859649123	23.5	Saturday 23 Jan 2016	Saturday 23 Jan 2016	1	338
23	22.0153448275862	22.0	Saturday 23 Jan 2016	Saturday 23 Jan 2016	1	338
4	23.46	23.5	Sunday 24 Jan 2016	Sunday 24 Jan 2016	1	465
5	23.46	23.5	Sunday 24 Jan 2016	Sunday 24 Jan 2016	1	465
6	23.46	23.5	Sunday 24 Jan 2016	Sunday 24 Jan 2016	1	465
12	21.99	22.0	Sunday 24 Jan 2016	Sunday 24 Jan 2016	1	465
13	21.99	22.0	Sunday 24 Jan 2016	Sunday 24 Jan 2016	1	465
14	21.99	22.0	Sunday 24 Jan 2016	Sunday 24 Jan 2016	1	465
15	21.99	22.0	Sunday 24 Jan 2016	Sunday 24 Jan 2016	1	465
16	21.99	22.0	Sunday 24 Jan 2016	Sunday 24 Jan 2016	1	465
21	23.46	23.5	Sunday 24 Jan 2016	Sunday 24 Jan 2016	1	465
22	23.46	23.5	Sunday 24 Jan 2016	Sunday 24 Jan 2016	1	465
23	23.46	23.5	Sunday 24 Jan 2016	Sunday 24 Jan 2016	1	465
8	22.5057894736842	22.5	Monday 25 Jan 2016	Monday 25 Jan 2016	1	223
14	24.3368421052632	24.3	Monday 25 Jan 2016	Monday 25 Jan 2016	1	223
9	22.48	22.5	Tuesday 26 Jan 2016	Tuesday 26 Jan 2016	1	720
17	24.3540350877193	24.4	Tuesday 26 Jan 2016	Tuesday 26 Jan 2016	1	720
23	22.48	22.5	Tuesday 26 Jan 2016	Tuesday 26 Jan 2016	1	720
7	22.7550877192983	22.8	Wednesday 27 Jan 2016	Wednesday 27 Jan 2016	1	848
15	24.93	24.9	Wednesday 27 Jan 2016	Wednesday 27 Jan 2016	1	848
0	22.9615517241379	23.0	Thursday 28 Jan 2016	Thursday 28 Jan 2016	1	605
16	25.1327586206897	25.1	Thursday 28 Jan 2016	Thursday 28 Jan 2016	1	605
20	22.9615517241379	23.0	Thursday 28 Jan 2016	Thursday 28 Jan 2016	1	605
7	22.9528070175439	23.0	Friday 29 Jan 2016	Friday 29 Jan 2016	1	116
11	25.5396428571429	25.5	Friday 29 Jan 2016	Friday 29 Jan 2016	1	116
14	22.9442105263158	22.9	Saturday 30 Jan 2016	Saturday 30 Jan 2016	1	366
23	24.8286206896552	24.8	Saturday 30 Jan 2016	Saturday 30 Jan 2016	1	366
16	23.0043859649123	23.0	Sunday 31 Jan 2016	Sunday 31 Jan 2016	1	492
23	24.9468965517241	24.9	Sunday 31 Jan 2016	Sunday 31 Jan 2016	1	492
2	25.2308771929825	25.2	Monday 01 Feb 2016	Monday 01 Feb 2016	1	125
5	23.4515517241379	23.5	Monday 01 Feb 2016	Monday 01 Feb 2016	1	125
8	22.9785964912281	23.0	Tuesday 02 Feb 2016	Tuesday 02 Feb 2016	1	622
15	24.9215517241379	24.9	Tuesday 02 Feb 2016	Tuesday 02 Feb 2016	1	622
4	24.93	24.9	Wednesday 03 Feb 2016	Wednesday 03 Feb 2016	1	750
19	23.2910344827586	23.3	Wednesday 03 Feb 2016	Wednesday 03 Feb 2016	1	750
8	23.1075438596491	23.1	Thursday 04 Feb 2016	Thursday 04 Feb 2016	1	507
22	24.9553448275862	25.0	Thursday 04 Feb 2016	Thursday 04 Feb 2016	1	507
8	22.7503448275862	22.8	Friday 05 Feb 2016	Friday 05 Feb 2016	1	19
15	24.4485964912281	24.4	Friday 05 Feb 2016	Friday 05 Feb 2016	1	19
6	24.3639655172414	24.4	Saturday 06 Feb 2016	Saturday 06 Feb 2016	1	269
15	22.48	22.5	Saturday 06 Feb 2016	Saturday 06 Feb 2016	1	269
16	22.48	22.5	Saturday 06 Feb 2016	Saturday 06 Feb 2016	1	269
3	23.9929824561404	24.0	Sunday 07 Feb 2016	Sunday 07 Feb 2016	1	396
11	22.4456140350877	22.4	Sunday 07 Feb 2016	Sunday 07 Feb 2016	1	396
16	24.4231034482759	24.4	Monday 08 Feb 2016	Monday 08 Feb 2016	1	154
19	21.9394736842105	21.9	Monday 08 Feb 2016	Monday 08 Feb 2016	1	154
8	21.5672413793103	21.6	Tuesday 09 Feb 2016	Tuesday 09 Feb 2016	1	651
11	23.9929824561404	24.0	Tuesday 09 Feb 2016	Tuesday 09 Feb 2016	1	651
16	24.7441379310345	24.7	Wednesday 10 Feb 2016	Wednesday 10 Feb 2016	1	779
20	22.48	22.5	Wednesday 10 Feb 2016	Wednesday 10 Feb 2016	1	779
7	22.4885964912281	22.5	Thursday 11 Feb 2016	Thursday 11 Feb 2016	1	536
15	24.5001754385965	24.5	Thursday 11 Feb 2016	Thursday 11 Feb 2016	1	536
1	22.5745614035088	22.6	Friday 12 Feb 2016	Friday 12 Feb 2016	1	48
15	24.9214035087719	24.9	Friday 12 Feb 2016	Friday 12 Feb 2016	1	48
6	24.3893103448276	24.4	Saturday 13 Feb 2016	Saturday 13 Feb 2016	1	298
9	22.48	22.5	Saturday 13 Feb 2016	Saturday 13 Feb 2016	1	298
4	24.44	24.4	Sunday 14 Feb 2016	Sunday 14 Feb 2016	1	425
5	24.44	24.4	Sunday 14 Feb 2016	Sunday 14 Feb 2016	1	425
6	24.44	24.4	Sunday 14 Feb 2016	Sunday 14 Feb 2016	1	425
8	22.97	23.0	Sunday 14 Feb 2016	Sunday 14 Feb 2016	1	425
9	22.97	23.0	Sunday 14 Feb 2016	Sunday 14 Feb 2016	1	425
19	24.44	24.4	Sunday 14 Feb 2016	Sunday 14 Feb 2016	1	425
20	24.44	24.4	Sunday 14 Feb 2016	Sunday 14 Feb 2016	1	425
21	24.44	24.4	Sunday 14 Feb 2016	Sunday 14 Feb 2016	1	425
22	24.44	24.4	Sunday 14 Feb 2016	Sunday 14 Feb 2016	1	425
23	24.44	24.4	Sunday 14 Feb 2016	Sunday 14 Feb 2016	1	425
9	23.9328070175439	23.9	Monday 15 Feb 2016	Monday 15 Feb 2016	1	183
15	25.4191228070175	25.4	Monday 15 Feb 2016	Monday 15 Feb 2016	1	183
5	23.5029824561404	23.5	Tuesday 16 Feb 2016	Tuesday 16 Feb 2016	1	680
16	25.8834482758621	25.9	Tuesday 16 Feb 2016	Tuesday 16 Feb 2016	1	680
6	22.9615517241379	23.0	Wednesday 17 Feb 2016	Wednesday 17 Feb 2016	1	808
12	26.3224137931035	26.3	Wednesday 17 Feb 2016	Wednesday 17 Feb 2016	1	808
6	22.725	22.7	Thursday 18 Feb 2016	Thursday 18 Feb 2016	1	565
15	25.9085964912281	25.9	Thursday 18 Feb 2016	Thursday 18 Feb 2016	1	565
0	23.3163793103448	23.3	Friday 19 Feb 2016	Friday 19 Feb 2016	1	77
10	25.3439655172414	25.3	Friday 19 Feb 2016	Friday 19 Feb 2016	1	77
6	22.7418965517241	22.7	Saturday 20 Feb 2016	Saturday 20 Feb 2016	1	327
23	24.689298245614	24.7	Saturday 20 Feb 2016	Saturday 20 Feb 2016	1	327
3	24.9214035087719	24.9	Sunday 21 Feb 2016	Sunday 21 Feb 2016	1	454
16	23.1474137931034	23.1	Sunday 21 Feb 2016	Sunday 21 Feb 2016	1	454
15	25.9	25.9	Monday 22 Feb 2016	Monday 22 Feb 2016	1	212
22	24.2203448275862	24.2	Monday 22 Feb 2016	Monday 22 Feb 2016	1	212
4	22.97	23.0	Tuesday 23 Feb 2016	Tuesday 23 Feb 2016	1	709
5	22.97	23.0	Tuesday 23 Feb 2016	Tuesday 23 Feb 2016	1	709
15	25.8326315789474	25.8	Tuesday 23 Feb 2016	Tuesday 23 Feb 2016	1	709
3	22.97	23.0	Wednesday 24 Feb 2016	Wednesday 24 Feb 2016	1	837
4	22.97	23.0	Wednesday 24 Feb 2016	Wednesday 24 Feb 2016	1	837
5	22.97	23.0	Wednesday 24 Feb 2016	Wednesday 24 Feb 2016	1	837
15	25.0545762711864	25.1	Wednesday 24 Feb 2016	Wednesday 24 Feb 2016	1	837
6	22.48	22.5	Thursday 25 Feb 2016	Thursday 25 Feb 2016	1	594
14	25.2372881355932	25.2	Thursday 25 Feb 2016	Thursday 25 Feb 2016	1	594
7	23.46	23.5	Friday 26 Feb 2016	Friday 26 Feb 2016	1	105
15	25.8877966101695	25.9	Friday 26 Feb 2016	Friday 26 Feb 2016	1	105
2	24.44	24.4	Saturday 27 Feb 2016	Saturday 27 Feb 2016	1	355
3	24.44	24.4	Saturday 27 Feb 2016	Saturday 27 Feb 2016	1	355
7	22.97	23.0	Saturday 27 Feb 2016	Saturday 27 Feb 2016	1	355
21	24.44	24.4	Saturday 27 Feb 2016	Saturday 27 Feb 2016	1	355
22	24.44	24.4	Saturday 27 Feb 2016	Saturday 27 Feb 2016	1	355
6	22.6109482758621	22.6	Sunday 28 Feb 2016	Sunday 28 Feb 2016	1	482
23	24.3368421052632	24.3	Sunday 28 Feb 2016	Sunday 28 Feb 2016	1	482
0	24.44	24.4	Monday 29 Feb 2016	Monday 29 Feb 2016	1	240
1	24.44	24.4	Monday 29 Feb 2016	Monday 29 Feb 2016	1	240
3	24.44	24.4	Monday 29 Feb 2016	Monday 29 Feb 2016	1	240
4	24.44	24.4	Monday 29 Feb 2016	Monday 29 Feb 2016	1	240
5	24.44	24.4	Monday 29 Feb 2016	Monday 29 Feb 2016	1	240
9	22.97	23.0	Monday 29 Feb 2016	Monday 29 Feb 2016	1	240
21	24.44	24.4	Monday 29 Feb 2016	Monday 29 Feb 2016	1	240
4	22.48	22.5	Tuesday 01 Mar 2016	Tuesday 01 Mar 2016	1	619
5	22.48	22.5	Tuesday 01 Mar 2016	Tuesday 01 Mar 2016	1	619
6	22.48	22.5	Tuesday 01 Mar 2016	Tuesday 01 Mar 2016	1	619
14	25.4105172413793	25.4	Tuesday 01 Mar 2016	Tuesday 01 Mar 2016	1	619
5	22.7697391304348	22.8	Wednesday 02 Mar 2016	Wednesday 02 Mar 2016	1	747
16	24.968347826087	25.0	Wednesday 02 Mar 2016	Wednesday 02 Mar 2016	1	747
0	23.2512173913044	23.3	Thursday 03 Mar 2016	Thursday 03 Mar 2016	1	504
16	25.9652586206897	26.0	Thursday 03 Mar 2016	Thursday 03 Mar 2016	1	504
5	22.48	22.5	Friday 04 Mar 2016	Friday 04 Mar 2016	1	16
16	25.4326315789474	25.4	Friday 04 Mar 2016	Friday 04 Mar 2016	1	16
6	24.44	24.4	Saturday 05 Mar 2016	Saturday 05 Mar 2016	1	266
10	23.210775862069	23.2	Saturday 05 Mar 2016	Saturday 05 Mar 2016	1	266
23	24.44	24.4	Saturday 05 Mar 2016	Saturday 05 Mar 2016	1	266
0	24.44	24.4	Sunday 06 Mar 2016	Sunday 06 Mar 2016	1	393
1	24.44	24.4	Sunday 06 Mar 2016	Sunday 06 Mar 2016	1	393
2	24.44	24.4	Sunday 06 Mar 2016	Sunday 06 Mar 2016	1	393
3	24.44	24.4	Sunday 06 Mar 2016	Sunday 06 Mar 2016	1	393
4	24.44	24.4	Sunday 06 Mar 2016	Sunday 06 Mar 2016	1	393
5	24.44	24.4	Sunday 06 Mar 2016	Sunday 06 Mar 2016	1	393
6	24.44	24.4	Sunday 06 Mar 2016	Sunday 06 Mar 2016	1	393
11	23.3712931034483	23.4	Sunday 06 Mar 2016	Sunday 06 Mar 2016	1	393
22	24.44	24.4	Sunday 06 Mar 2016	Sunday 06 Mar 2016	1	393
0	24.44	24.4	Monday 07 Mar 2016	Monday 07 Mar 2016	1	151
1	24.44	24.4	Monday 07 Mar 2016	Monday 07 Mar 2016	1	151
2	24.44	24.4	Monday 07 Mar 2016	Monday 07 Mar 2016	1	151
3	24.44	24.4	Monday 07 Mar 2016	Monday 07 Mar 2016	1	151
4	24.44	24.4	Monday 07 Mar 2016	Monday 07 Mar 2016	1	151
9	23.2318965517241	23.2	Monday 07 Mar 2016	Monday 07 Mar 2016	1	151
6	23.094649122807	23.1	Tuesday 08 Mar 2016	Tuesday 08 Mar 2016	1	648
16	25.3701694915254	25.4	Tuesday 08 Mar 2016	Tuesday 08 Mar 2016	1	648
4	23.2868103448276	23.3	Wednesday 09 Mar 2016	Wednesday 09 Mar 2016	1	776
15	25.3864957264957	25.4	Wednesday 09 Mar 2016	Wednesday 09 Mar 2016	1	776
4	22.97	23.0	Thursday 10 Mar 2016	Thursday 10 Mar 2016	1	533
5	22.97	23.0	Thursday 10 Mar 2016	Thursday 10 Mar 2016	1	533
16	25.5234482758621	25.5	Thursday 10 Mar 2016	Thursday 10 Mar 2016	1	533
3	22.97	23.0	Friday 11 Mar 2016	Friday 11 Mar 2016	1	45
4	22.97	23.0	Friday 11 Mar 2016	Friday 11 Mar 2016	1	45
5	22.97	23.0	Friday 11 Mar 2016	Friday 11 Mar 2016	1	45
6	22.97	23.0	Friday 11 Mar 2016	Friday 11 Mar 2016	1	45
7	22.97	23.0	Friday 11 Mar 2016	Friday 11 Mar 2016	1	45
16	25.8078070175439	25.8	Friday 11 Mar 2016	Friday 11 Mar 2016	1	45
6	22.9571052631579	23.0	Saturday 12 Mar 2016	Saturday 12 Mar 2016	1	295
23	24.2456896551724	24.2	Saturday 12 Mar 2016	Saturday 12 Mar 2016	1	295
0	24.44	24.4	Sunday 13 Mar 2016	Sunday 13 Mar 2016	1	422
23	22.4884482758621	22.5	Sunday 13 Mar 2016	Sunday 13 Mar 2016	1	422
1	22.48	22.5	Monday 14 Mar 2016	Monday 14 Mar 2016	1	180
3	22.48	22.5	Monday 14 Mar 2016	Monday 14 Mar 2016	1	180
5	22.48	22.5	Monday 14 Mar 2016	Monday 14 Mar 2016	1	180
15	26.2168103448276	26.2	Monday 14 Mar 2016	Monday 14 Mar 2016	1	180
12	24.6019130434783	24.6	Tuesday 15 Mar 2016	Tuesday 15 Mar 2016	1	677
22	22.97	23.0	Tuesday 15 Mar 2016	Tuesday 15 Mar 2016	1	677
23	22.97	23.0	Tuesday 15 Mar 2016	Tuesday 15 Mar 2016	1	677
2	22.48	22.5	Wednesday 16 Mar 2016	Wednesday 16 Mar 2016	1	805
3	22.48	22.5	Wednesday 16 Mar 2016	Wednesday 16 Mar 2016	1	805
4	22.48	22.5	Wednesday 16 Mar 2016	Wednesday 16 Mar 2016	1	805
5	22.48	22.5	Wednesday 16 Mar 2016	Wednesday 16 Mar 2016	1	805
6	22.48	22.5	Wednesday 16 Mar 2016	Wednesday 16 Mar 2016	1	805
7	22.48	22.5	Wednesday 16 Mar 2016	Wednesday 16 Mar 2016	1	805
12	24.9131034482759	24.9	Wednesday 16 Mar 2016	Wednesday 16 Mar 2016	1	805
2	22.8475	22.8	Thursday 17 Mar 2016	Thursday 17 Mar 2016	1	562
15	25.6980701754386	25.7	Thursday 17 Mar 2016	Thursday 17 Mar 2016	1	562
0	23.4431034482759	23.4	Friday 18 Mar 2016	Friday 18 Mar 2016	1	74
15	25.7942372881356	25.8	Friday 18 Mar 2016	Friday 18 Mar 2016	1	74
4	24.93	24.9	Saturday 19 Mar 2016	Saturday 19 Mar 2016	1	324
7	23.4392372881356	23.4	Saturday 19 Mar 2016	Saturday 19 Mar 2016	1	324
0	24.93	24.9	Sunday 20 Mar 2016	Sunday 20 Mar 2016	1	451
1	24.93	24.9	Sunday 20 Mar 2016	Sunday 20 Mar 2016	1	451
2	24.93	24.9	Sunday 20 Mar 2016	Sunday 20 Mar 2016	1	451
6	23.1389655172414	23.1	Sunday 20 Mar 2016	Sunday 20 Mar 2016	1	451
23	24.93	24.9	Sunday 20 Mar 2016	Sunday 20 Mar 2016	1	451
5	23.1558620689655	23.2	Monday 21 Mar 2016	Monday 21 Mar 2016	1	209
16	26.1879824561404	26.2	Monday 21 Mar 2016	Monday 21 Mar 2016	1	209
5	23.3628448275862	23.4	Tuesday 22 Mar 2016	Tuesday 22 Mar 2016	1	706
16	25.8496610169492	25.8	Tuesday 22 Mar 2016	Tuesday 22 Mar 2016	1	706
8	23.4890677966102	23.5	Wednesday 23 Mar 2016	Wednesday 23 Mar 2016	1	834
16	24.9987719298246	25.0	Wednesday 23 Mar 2016	Wednesday 23 Mar 2016	1	834
5	22.48	22.5	Thursday 24 Mar 2016	Thursday 24 Mar 2016	1	591
6	22.48	22.5	Thursday 24 Mar 2016	Thursday 24 Mar 2016	1	591
