colour	x	y	key	group	clickSelects	showSelected1	PANEL
#8DD3C7	23	18.8888888888889	Saturday 12 Aug 2017	293	Saturday 12 Aug 2017	Saturday 12 Aug 2017	2
#8DD3C7	0	9	Saturday 12 Dec 2015	294	Saturday 12 Dec 2015	Saturday 12 Dec 2015	2
#8DD3C7	1	8.88888888888889	Saturday 12 Dec 2015	294	Saturday 12 Dec 2015	Saturday 12 Dec 2015	2
#8DD3C7	1	9	Saturday 12 Dec 2015	294	Saturday 12 Dec 2015	Saturday 12 Dec 2015	2
#8DD3C7	2	9	Saturday 12 Dec 2015	294	Saturday 12 Dec 2015	Saturday 12 Dec 2015	2
#8DD3C7	3	9	Saturday 12 Dec 2015	294	Saturday 12 Dec 2015	Saturday 12 Dec 2015	2
#8DD3C7	4	8	Saturday 12 Dec 2015	294	Saturday 12 Dec 2015	Saturday 12 Dec 2015	2
#8DD3C7	5	8	Saturday 12 Dec 2015	294	Saturday 12 Dec 2015	Saturday 12 Dec 2015	2
#8DD3C7	6	8	Saturday 12 Dec 2015	294	Saturday 12 Dec 2015	Saturday 12 Dec 2015	2
#8DD3C7	7	7.77777777777778	Saturday 12 Dec 2015	294	Saturday 12 Dec 2015	Saturday 12 Dec 2015	2
#8DD3C7	7	8	Saturday 12 Dec 2015	294	Saturday 12 Dec 2015	Saturday 12 Dec 2015	2
#8DD3C7	8	8	Saturday 12 Dec 2015	294	Saturday 12 Dec 2015	Saturday 12 Dec 2015	2
#8DD3C7	9	8	Saturday 12 Dec 2015	294	Saturday 12 Dec 2015	Saturday 12 Dec 2015	2
#8DD3C7	10	8	Saturday 12 Dec 2015	294	Saturday 12 Dec 2015	Saturday 12 Dec 2015	2
#8DD3C7	11	9	Saturday 12 Dec 2015	294	Saturday 12 Dec 2015	Saturday 12 Dec 2015	2
#8DD3C7	12	9	Saturday 12 Dec 2015	294	Saturday 12 Dec 2015	Saturday 12 Dec 2015	2
#8DD3C7	13	9.44444444444444	Saturday 12 Dec 2015	294	Saturday 12 Dec 2015	Saturday 12 Dec 2015	2
#8DD3C7	13	9	Saturday 12 Dec 2015	294	Saturday 12 Dec 2015	Saturday 12 Dec 2015	2
#8DD3C7	14	9	Saturday 12 Dec 2015	294	Saturday 12 Dec 2015	Saturday 12 Dec 2015	2
#8DD3C7	15	8	Saturday 12 Dec 2015	294	Saturday 12 Dec 2015	Saturday 12 Dec 2015	2
#8DD3C7	16	6	Saturday 12 Dec 2015	294	Saturday 12 Dec 2015	Saturday 12 Dec 2015	2
#8DD3C7	17	6	Saturday 12 Dec 2015	294	Saturday 12 Dec 2015	Saturday 12 Dec 2015	2
#8DD3C7	18	5	Saturday 12 Dec 2015	294	Saturday 12 Dec 2015	Saturday 12 Dec 2015	2
#8DD3C7	19	4.44444444444444	Saturday 12 Dec 2015	294	Saturday 12 Dec 2015	Saturday 12 Dec 2015	2
#8DD3C7	19	4	Saturday 12 Dec 2015	294	Saturday 12 Dec 2015	Saturday 12 Dec 2015	2
#8DD3C7	20	4	Saturday 12 Dec 2015	294	Saturday 12 Dec 2015	Saturday 12 Dec 2015	2
#8DD3C7	21	4	Saturday 12 Dec 2015	294	Saturday 12 Dec 2015	Saturday 12 Dec 2015	2
#8DD3C7	22	4	Saturday 12 Dec 2015	294	Saturday 12 Dec 2015	Saturday 12 Dec 2015	2
#8DD3C7	23	4	Saturday 12 Dec 2015	294	Saturday 12 Dec 2015	Saturday 12 Dec 2015	2
#8DD3C7	0	-1	Saturday 12 Mar 2016	295	Saturday 12 Mar 2016	Saturday 12 Mar 2016	2
#8DD3C7	1	-0.555555555555556	Saturday 12 Mar 2016	295	Saturday 12 Mar 2016	Saturday 12 Mar 2016	2
#8DD3C7	1	-1	Saturday 12 Mar 2016	295	Saturday 12 Mar 2016	Saturday 12 Mar 2016	2
#8DD3C7	2	-1	Saturday 12 Mar 2016	295	Saturday 12 Mar 2016	Saturday 12 Mar 2016	2
#8DD3C7	3	-1	Saturday 12 Mar 2016	295	Saturday 12 Mar 2016	Saturday 12 Mar 2016	2
#8DD3C7	4	-1	Saturday 12 Mar 2016	295	Saturday 12 Mar 2016	Saturday 12 Mar 2016	2
#8DD3C7	5	-1	Saturday 12 Mar 2016	295	Saturday 12 Mar 2016	Saturday 12 Mar 2016	2
#8DD3C7	6	-2	Saturday 12 Mar 2016	295	Saturday 12 Mar 2016	Saturday 12 Mar 2016	2
#8DD3C7	7	0	Saturday 12 Mar 2016	295	Saturday 12 Mar 2016	Saturday 12 Mar 2016	2
#8DD3C7	7	0	Saturday 12 Mar 2016	295	Saturday 12 Mar 2016	Saturday 12 Mar 2016	2
#8DD3C7	8	0.999999999999998	Saturday 12 Mar 2016	295	Saturday 12 Mar 2016	Saturday 12 Mar 2016	2
#8DD3C7	9	3	Saturday 12 Mar 2016	295	Saturday 12 Mar 2016	Saturday 12 Mar 2016	2
#8DD3C7	10	5	Saturday 12 Mar 2016	295	Saturday 12 Mar 2016	Saturday 12 Mar 2016	2
#8DD3C7	11	5	Saturday 12 Mar 2016	295	Saturday 12 Mar 2016	Saturday 12 Mar 2016	2
#8DD3C7	12	7	Saturday 12 Mar 2016	295	Saturday 12 Mar 2016	Saturday 12 Mar 2016	2
#8DD3C7	13	8.33333333333333	Saturday 12 Mar 2016	295	Saturday 12 Mar 2016	Saturday 12 Mar 2016	2
#8DD3C7	13	9	Saturday 12 Mar 2016	295	Saturday 12 Mar 2016	Saturday 12 Mar 2016	2
#8DD3C7	14	10	Saturday 12 Mar 2016	295	Saturday 12 Mar 2016	Saturday 12 Mar 2016	2
#8DD3C7	15	9	Saturday 12 Mar 2016	295	Saturday 12 Mar 2016	Saturday 12 Mar 2016	2
#8DD3C7	16	10	Saturday 12 Mar 2016	295	Saturday 12 Mar 2016	Saturday 12 Mar 2016	2
#8DD3C7	17	10	Saturday 12 Mar 2016	295	Saturday 12 Mar 2016	Saturday 12 Mar 2016	2
#8DD3C7	18	9	Saturday 12 Mar 2016	295	Saturday 12 Mar 2016	Saturday 12 Mar 2016	2
#8DD3C7	19	7.22222222222222	Saturday 12 Mar 2016	295	Saturday 12 Mar 2016	Saturday 12 Mar 2016	2
#8DD3C7	19	7	Saturday 12 Mar 2016	295	Saturday 12 Mar 2016	Saturday 12 Mar 2016	2
#8DD3C7	20	7	Saturday 12 Mar 2016	295	Saturday 12 Mar 2016	Saturday 12 Mar 2016	2
#8DD3C7	21	6	Saturday 12 Mar 2016	295	Saturday 12 Mar 2016	Saturday 12 Mar 2016	2
#8DD3C7	22	5	Saturday 12 Mar 2016	295	Saturday 12 Mar 2016	Saturday 12 Mar 2016	2
#8DD3C7	23	6	Saturday 12 Mar 2016	295	Saturday 12 Mar 2016	Saturday 12 Mar 2016	2
#8DD3C7	0	0	Saturday 12 Nov 2016	296	Saturday 12 Nov 2016	Saturday 12 Nov 2016	2
#8DD3C7	1	-0.555555555555556	Saturday 12 Nov 2016	296	Saturday 12 Nov 2016	Saturday 12 Nov 2016	2
#8DD3C7	1	0	Saturday 12 Nov 2016	296	Saturday 12 Nov 2016	Saturday 12 Nov 2016	2
#8DD3C7	2	-1	Saturday 12 Nov 2016	296	Saturday 12 Nov 2016	Saturday 12 Nov 2016	2
#8DD3C7	3	-2	Saturday 12 Nov 2016	296	Saturday 12 Nov 2016	Saturday 12 Nov 2016	2
#8DD3C7	4	-1.11111111111111	Saturday 12 Nov 2016	296	Saturday 12 Nov 2016	Saturday 12 Nov 2016	2
#8DD3C7	4	-1	Saturday 12 Nov 2016	296	Saturday 12 Nov 2016	Saturday 12 Nov 2016	2
#8DD3C7	5	-1	Saturday 12 Nov 2016	296	Saturday 12 Nov 2016	Saturday 12 Nov 2016	2
#8DD3C7	6	0.999999999999998	Saturday 12 Nov 2016	296	Saturday 12 Nov 2016	Saturday 12 Nov 2016	2
#8DD3C7	7	0.555555555555556	Saturday 12 Nov 2016	296	Saturday 12 Nov 2016	Saturday 12 Nov 2016	2
#8DD3C7	7	0	Saturday 12 Nov 2016	296	Saturday 12 Nov 2016	Saturday 12 Nov 2016	2
#8DD3C7	8	0.999999999999998	Saturday 12 Nov 2016	296	Saturday 12 Nov 2016	Saturday 12 Nov 2016	2
#8DD3C7	10	1.66666666666667	Saturday 12 Nov 2016	296	Saturday 12 Nov 2016	Saturday 12 Nov 2016	2
#8DD3C7	10	2	Saturday 12 Nov 2016	296	Saturday 12 Nov 2016	Saturday 12 Nov 2016	2
#8DD3C7	11	3	Saturday 12 Nov 2016	296	Saturday 12 Nov 2016	Saturday 12 Nov 2016	2
#8DD3C7	12	3	Saturday 12 Nov 2016	296	Saturday 12 Nov 2016	Saturday 12 Nov 2016	2
#8DD3C7	13	3.33333333333333	Saturday 12 Nov 2016	296	Saturday 12 Nov 2016	Saturday 12 Nov 2016	2
#8DD3C7	13	4	Saturday 12 Nov 2016	296	Saturday 12 Nov 2016	Saturday 12 Nov 2016	2
#8DD3C7	14	4	Saturday 12 Nov 2016	296	Saturday 12 Nov 2016	Saturday 12 Nov 2016	2
#8DD3C7	15	4	Saturday 12 Nov 2016	296	Saturday 12 Nov 2016	Saturday 12 Nov 2016	2
#8DD3C7	16	4.44444444444444	Saturday 12 Nov 2016	296	Saturday 12 Nov 2016	Saturday 12 Nov 2016	2
#8DD3C7	16	5	Saturday 12 Nov 2016	296	Saturday 12 Nov 2016	Saturday 12 Nov 2016	2
#8DD3C7	17	4	Saturday 12 Nov 2016	296	Saturday 12 Nov 2016	Saturday 12 Nov 2016	2
#8DD3C7	18	5	Saturday 12 Nov 2016	296	Saturday 12 Nov 2016	Saturday 12 Nov 2016	2
#8DD3C7	19	5.55555555555556	Saturday 12 Nov 2016	296	Saturday 12 Nov 2016	Saturday 12 Nov 2016	2
#8DD3C7	19	6	Saturday 12 Nov 2016	296	Saturday 12 Nov 2016	Saturday 12 Nov 2016	2
#8DD3C7	20	6	Saturday 12 Nov 2016	296	Saturday 12 Nov 2016	Saturday 12 Nov 2016	2
#8DD3C7	21	7	Saturday 12 Nov 2016	296	Saturday 12 Nov 2016	Saturday 12 Nov 2016	2
#8DD3C7	22	7.22222222222222	Saturday 12 Nov 2016	296	Saturday 12 Nov 2016	Saturday 12 Nov 2016	2
#8DD3C7	22	7	Saturday 12 Nov 2016	296	Saturday 12 Nov 2016	Saturday 12 Nov 2016	2
#8DD3C7	23	7	Saturday 12 Nov 2016	296	Saturday 12 Nov 2016	Saturday 12 Nov 2016	2
#8DD3C7	0	20	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	1	19	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	2	19.4444444444444	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	2	19	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	3	19	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	4	18	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	5	17.7777777777778	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	5	18	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	5	17	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	5	17	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	6	17	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	7	17	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	8	16.6666666666667	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	8	17	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	9	17	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	9	18	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	9	18	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	10	18	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	11	18.3333333333333	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	11	19	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	11	19	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	12	18	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	12	19	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	13	19	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	14	19.4444444444444	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	14	20	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	15	20	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	15	20	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	16	20	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	17	20.5555555555556	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	17	20	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	17	20	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	18	20	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	19	20	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	19	20	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	19	20	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	19	20	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	19	20	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	20	19.4444444444444	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	20	20	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	20	20	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	21	20	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	21	20	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	21	20	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	22	19	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	22	19	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	23	18.8888888888889	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	23	19	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	23	19	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	23	19	Saturday 13 Aug 2016	297	Saturday 13 Aug 2016	Saturday 13 Aug 2016	2
#8DD3C7	0	-12	Saturday 13 Feb 2016	298	Saturday 13 Feb 2016	Saturday 13 Feb 2016	2
#8DD3C7	0	-11	Saturday 13 Feb 2016	298	Saturday 13 Feb 2016	Saturday 13 Feb 2016	2
#8DD3C7	1	-11.1111111111111	Saturday 13 Feb 2016	298	Saturday 13 Feb 2016	Saturday 13 Feb 2016	2
#8DD3C7	1	-11	Saturday 13 Feb 2016	298	Saturday 13 Feb 2016	Saturday 13 Feb 2016	2
#8DD3C7	2	-12	Saturday 13 Feb 2016	298	Saturday 13 Feb 2016	Saturday 13 Feb 2016	2
#8DD3C7	3	-14	Saturday 13 Feb 2016	298	Saturday 13 Feb 2016	Saturday 13 Feb 2016	2
#8DD3C7	4	-15	Saturday 13 Feb 2016	298	Saturday 13 Feb 2016	Saturday 13 Feb 2016	2
#8DD3C7	5	-18	Saturday 13 Feb 2016	298	Saturday 13 Feb 2016	Saturday 13 Feb 2016	2
#8DD3C7	6	-20	Saturday 13 Feb 2016	298	Saturday 13 Feb 2016	Saturday 13 Feb 2016	2
#8DD3C7	7	-21.1111111111111	Saturday 13 Feb 2016	298	Saturday 13 Feb 2016	Saturday 13 Feb 2016	2
#8DD3C7	7	-21	Saturday 13 Feb 2016	298	Saturday 13 Feb 2016	Saturday 13 Feb 2016	2
#8DD3C7	8	-23	Saturday 13 Feb 2016	298	Saturday 13 Feb 2016	Saturday 13 Feb 2016	2
#8DD3C7	9	-24	Saturday 13 Feb 2016	298	Saturday 13 Feb 2016	Saturday 13 Feb 2016	2
#8DD3C7	10	-25	Saturday 13 Feb 2016	298	Saturday 13 Feb 2016	Saturday 13 Feb 2016	2
#8DD3C7	11	-25	Saturday 13 Feb 2016	298	Saturday 13 Feb 2016	Saturday 13 Feb 2016	2
#8DD3C7	12	-25	Saturday 13 Feb 2016	298	Saturday 13 Feb 2016	Saturday 13 Feb 2016	2
#8DD3C7	13	-23.8888888888889	Saturday 13 Feb 2016	298	Saturday 13 Feb 2016	Saturday 13 Feb 2016	2
#8DD3C7	13	-24	Saturday 13 Feb 2016	298	Saturday 13 Feb 2016	Saturday 13 Feb 2016	2
#8DD3C7	14	-23	Saturday 13 Feb 2016	298	Saturday 13 Feb 2016	Saturday 13 Feb 2016	2
#8DD3C7	15	-23	Saturday 13 Feb 2016	298	Saturday 13 Feb 2016	Saturday 13 Feb 2016	2
#8DD3C7	16	-23	Saturday 13 Feb 2016	298	Saturday 13 Feb 2016	Saturday 13 Feb 2016	2
#8DD3C7	17	-23	Saturday 13 Feb 2016	298	Saturday 13 Feb 2016	Saturday 13 Feb 2016	2
#8DD3C7	18	-24	Saturday 13 Feb 2016	298	Saturday 13 Feb 2016	Saturday 13 Feb 2016	2
#8DD3C7	18	-25	Saturday 13 Feb 2016	298	Saturday 13 Feb 2016	Saturday 13 Feb 2016	2
#8DD3C7	19	-25	Saturday 13 Feb 2016	298	Saturday 13 Feb 2016	Saturday 13 Feb 2016	2
#8DD3C7	19	-25	Saturday 13 Feb 2016	298	Saturday 13 Feb 2016	Saturday 13 Feb 2016	2
#8DD3C7	20	-25	Saturday 13 Feb 2016	298	Saturday 13 Feb 2016	Saturday 13 Feb 2016	2
#8DD3C7	21	-26	Saturday 13 Feb 2016	298	Saturday 13 Feb 2016	Saturday 13 Feb 2016	2
#8DD3C7	22	-26	Saturday 13 Feb 2016	298	Saturday 13 Feb 2016	Saturday 13 Feb 2016	2
#8DD3C7	23	-26	Saturday 13 Feb 2016	298	Saturday 13 Feb 2016	Saturday 13 Feb 2016	2
#8DD3C7	0	-7.22222222222222	Saturday 13 Jan 2018	299	Saturday 13 Jan 2018	Saturday 13 Jan 2018	2
#8DD3C7	1	-8.33333333333333	Saturday 13 Jan 2018	299	Saturday 13 Jan 2018	Saturday 13 Jan 2018	2
#8DD3C7	1	-8.11111111111111	Saturday 13 Jan 2018	299	Saturday 13 Jan 2018	Saturday 13 Jan 2018	2
#8DD3C7	2	-9.27777777777778	Saturday 13 Jan 2018	299	Saturday 13 Jan 2018	Saturday 13 Jan 2018	2
#8DD3C7	3	-9.72222222222222	Saturday 13 Jan 2018	299	Saturday 13 Jan 2018	Saturday 13 Jan 2018	2
#8DD3C7	4	-10	Saturday 13 Jan 2018	299	Saturday 13 Jan 2018	Saturday 13 Jan 2018	2
#8DD3C7	4	-10.1111111111111	Saturday 13 Jan 2018	299	Saturday 13 Jan 2018	Saturday 13 Jan 2018	2
#8DD3C7	6	-10.7777777777778	Saturday 13 Jan 2018	299	Saturday 13 Jan 2018	Saturday 13 Jan 2018	2
#8DD3C7	7	-11.6666666666667	Saturday 13 Jan 2018	299	Saturday 13 Jan 2018	Saturday 13 Jan 2018	2
#8DD3C7	7	-11.3888888888889	Saturday 13 Jan 2018	299	Saturday 13 Jan 2018	Saturday 13 Jan 2018	2
#8DD3C7	9	-11.8888888888889	Saturday 13 Jan 2018	299	Saturday 13 Jan 2018	Saturday 13 Jan 2018	2
#8DD3C7	10	-12.2222222222222	Saturday 13 Jan 2018	299	Saturday 13 Jan 2018	Saturday 13 Jan 2018	2
#8DD3C7	10	-12.2222222222222	Saturday 13 Jan 2018	299	Saturday 13 Jan 2018	Saturday 13 Jan 2018	2
#8DD3C7	12	-12.7777777777778	Saturday 13 Jan 2018	299	Saturday 13 Jan 2018	Saturday 13 Jan 2018	2
#8DD3C7	13	-12.7777777777778	Saturday 13 Jan 2018	299	Saturday 13 Jan 2018	Saturday 13 Jan 2018	2
#8DD3C7	14	-11.5	Saturday 13 Jan 2018	299	Saturday 13 Jan 2018	Saturday 13 Jan 2018	2
#8DD3C7	15	-12.5	Saturday 13 Jan 2018	299	Saturday 13 Jan 2018	Saturday 13 Jan 2018	2
#8DD3C7	16	-12.7777777777778	Saturday 13 Jan 2018	299	Saturday 13 Jan 2018	Saturday 13 Jan 2018	2
#8DD3C7	18	-14.1111111111111	Saturday 13 Jan 2018	299	Saturday 13 Jan 2018	Saturday 13 Jan 2018	2
#8DD3C7	19	-15	Saturday 13 Jan 2018	299	Saturday 13 Jan 2018	Saturday 13 Jan 2018	2
#8DD3C7	19	-14.8888888888889	Saturday 13 Jan 2018	299	Saturday 13 Jan 2018	Saturday 13 Jan 2018	2
#8DD3C7	20	-15.7777777777778	Saturday 13 Jan 2018	299	Saturday 13 Jan 2018	Saturday 13 Jan 2018	2
#8DD3C7	21	-16	Saturday 13 Jan 2018	299	Saturday 13 Jan 2018	Saturday 13 Jan 2018	2
#8DD3C7	22	-16.6666666666667	Saturday 13 Jan 2018	299	Saturday 13 Jan 2018	Saturday 13 Jan 2018	2
#8DD3C7	22	-16.7777777777778	Saturday 13 Jan 2018	299	Saturday 13 Jan 2018	Saturday 13 Jan 2018	2
#8DD3C7	23	-17.7222222222222	Saturday 13 Jan 2018	299	Saturday 13 Jan 2018	Saturday 13 Jan 2018	2
#8DD3C7	0	13.1111111111111	Saturday 13 May 2017	300	Saturday 13 May 2017	Saturday 13 May 2017	2
#8DD3C7	1	12.6111111111111	Saturday 13 May 2017	300	Saturday 13 May 2017	Saturday 13 May 2017	2
#8DD3C7	2	12.2222222222222	Saturday 13 May 2017	300	Saturday 13 May 2017	Saturday 13 May 2017	2
#8DD3C7	2	12.1111111111111	Saturday 13 May 2017	300	Saturday 13 May 2017	Saturday 13 May 2017	2
#8DD3C7	4	10.7222222222222	Saturday 13 May 2017	300	Saturday 13 May 2017	Saturday 13 May 2017	2
#8DD3C7	5	11.6666666666667	Saturday 13 May 2017	300	Saturday 13 May 2017	Saturday 13 May 2017	2
#8DD3C7	7	11.6111111111111	Saturday 13 May 2017	300	Saturday 13 May 2017	Saturday 13 May 2017	2
#8DD3C7	8	12.7777777777778	Saturday 13 May 2017	300	Saturday 13 May 2017	Saturday 13 May 2017	2
#8DD3C7	11	17.2222222222222	Saturday 13 May 2017	300	Saturday 13 May 2017	Saturday 13 May 2017	2
#8DD3C7	11	17.1111111111111	Saturday 13 May 2017	300	Saturday 13 May 2017	Saturday 13 May 2017	2
#8DD3C7	12	17.7222222222222	Saturday 13 May 2017	300	Saturday 13 May 2017	Saturday 13 May 2017	2
#8DD3C7	14	18.3333333333333	Saturday 13 May 2017	300	Saturday 13 May 2017	Saturday 13 May 2017	2
#8DD3C7	15	17.6111111111111	Saturday 13 May 2017	300	Saturday 13 May 2017	Saturday 13 May 2017	2
#8DD3C7	16	16.5	Saturday 13 May 2017	300	Saturday 13 May 2017	Saturday 13 May 2017	2
#8DD3C7	17	16.6666666666667	Saturday 13 May 2017	300	Saturday 13 May 2017	Saturday 13 May 2017	2
#8DD3C7	19	14.2777777777778	Saturday 13 May 2017	300	Saturday 13 May 2017	Saturday 13 May 2017	2
#8DD3C7	20	13.3333333333333	Saturday 13 May 2017	300	Saturday 13 May 2017	Saturday 13 May 2017	2
#8DD3C7	22	12.1111111111111	Saturday 13 May 2017	300	Saturday 13 May 2017	Saturday 13 May 2017	2
#8DD3C7	23	11.6666666666667	Saturday 13 May 2017	300	Saturday 13 May 2017	Saturday 13 May 2017	2
#8DD3C7	23	11.6111111111111	Saturday 13 May 2017	300	Saturday 13 May 2017	Saturday 13 May 2017	2
#8DD3C7	1	6.38888888888889	Saturday 14 Apr 2018	301	Saturday 14 Apr 2018	Saturday 14 Apr 2018	2
#8DD3C7	2	6.66666666666667	Saturday 14 Apr 2018	301	Saturday 14 Apr 2018	Saturday 14 Apr 2018	2
#8DD3C7	3	5.61111111111111	Saturday 14 Apr 2018	301	Saturday 14 Apr 2018	Saturday 14 Apr 2018	2
#8DD3C7	5	2.22222222222222	Saturday 14 Apr 2018	301	Saturday 14 Apr 2018	Saturday 14 Apr 2018	2
#8DD3C7	5	2.22222222222222	Saturday 14 Apr 2018	301	Saturday 14 Apr 2018	Saturday 14 Apr 2018	2
#8DD3C7	6	1.11111111111111	Saturday 14 Apr 2018	301	Saturday 14 Apr 2018	Saturday 14 Apr 2018	2
#8DD3C7	7	0	Saturday 14 Apr 2018	301	Saturday 14 Apr 2018	Saturday 14 Apr 2018	2
#8DD3C7	8	-1.66666666666667	Saturday 14 Apr 2018	301	Saturday 14 Apr 2018	Saturday 14 Apr 2018	2
#8DD3C7	9	-2.11111111111111	Saturday 14 Apr 2018	301	Saturday 14 Apr 2018	Saturday 14 Apr 2018	2
#8DD3C7	11	-3.33333333333333	Saturday 14 Apr 2018	301	Saturday 14 Apr 2018	Saturday 14 Apr 2018	2
#8DD3C7	12	-3.27777777777778	Saturday 14 Apr 2018	301	Saturday 14 Apr 2018	Saturday 14 Apr 2018	2
#8DD3C7	14	-2.22222222222222	Saturday 14 Apr 2018	301	Saturday 14 Apr 2018	Saturday 14 Apr 2018	2
#8DD3C7	14	-2.22222222222222	Saturday 14 Apr 2018	301	Saturday 14 Apr 2018	Saturday 14 Apr 2018	2
#8DD3C7	16	-2.11111111111111	Saturday 14 Apr 2018	301	Saturday 14 Apr 2018	Saturday 14 Apr 2018	2
#8DD3C7	17	-2.22222222222222	Saturday 14 Apr 2018	301	Saturday 14 Apr 2018	Saturday 14 Apr 2018	2
#8DD3C7	18	-1.72222222222222	Saturday 14 Apr 2018	301	Saturday 14 Apr 2018	Saturday 14 Apr 2018	2
#8DD3C7	20	-1.66666666666667	Saturday 14 Apr 2018	301	Saturday 14 Apr 2018	Saturday 14 Apr 2018	2
#8DD3C7	20	-1.72222222222222	Saturday 14 Apr 2018	301	Saturday 14 Apr 2018	Saturday 14 Apr 2018	2
