x	y	label	key	clickSelects	showSelected1	PANEL	group
23	-3	Sunday 27 Dec 2015	Sunday 27 Dec 2015	Sunday 27 Dec 2015	Sunday 27 Dec 2015	2	478
23	-10	Monday 28 Dec 2015	Monday 28 Dec 2015	Monday 28 Dec 2015	Monday 28 Dec 2015	2	236
23	-9	Tuesday 29 Dec 2015	Tuesday 29 Dec 2015	Tuesday 29 Dec 2015	Tuesday 29 Dec 2015	2	732
23	-5	Wednesday 30 Dec 2015	Wednesday 30 Dec 2015	Wednesday 30 Dec 2015	Wednesday 30 Dec 2015	2	859
23	-2	Thursday 31 Dec 2015	Thursday 31 Dec 2015	Thursday 31 Dec 2015	Thursday 31 Dec 2015	2	615
23	-2	Friday 01 Jan 2016	Friday 01 Jan 2016	Friday 01 Jan 2016	Friday 01 Jan 2016	2	3
23	-1	Saturday 02 Jan 2016	Saturday 02 Jan 2016	Saturday 02 Jan 2016	Saturday 02 Jan 2016	2	253
23	-12	Sunday 03 Jan 2016	Sunday 03 Jan 2016	Sunday 03 Jan 2016	Sunday 03 Jan 2016	2	380
22	-17	Monday 04 Jan 2016	Monday 04 Jan 2016	Monday 04 Jan 2016	Monday 04 Jan 2016	2	137
23	-8	Tuesday 05 Jan 2016	Tuesday 05 Jan 2016	Tuesday 05 Jan 2016	Tuesday 05 Jan 2016	2	633
23	-5	Wednesday 06 Jan 2016	Wednesday 06 Jan 2016	Wednesday 06 Jan 2016	Wednesday 06 Jan 2016	2	761
23	-7	Thursday 07 Jan 2016	Thursday 07 Jan 2016	Thursday 07 Jan 2016	Thursday 07 Jan 2016	2	519
23	0.999999999999998	Friday 08 Jan 2016	Friday 08 Jan 2016	Friday 08 Jan 2016	Friday 08 Jan 2016	2	31
23	4	Saturday 09 Jan 2016	Saturday 09 Jan 2016	Saturday 09 Jan 2016	Saturday 09 Jan 2016	2	281
23	0	Sunday 10 Jan 2016	Sunday 10 Jan 2016	Sunday 10 Jan 2016	Sunday 10 Jan 2016	2	408
23	-11	Monday 11 Jan 2016	Monday 11 Jan 2016	Monday 11 Jan 2016	Monday 11 Jan 2016	2	166
23	-3	Tuesday 12 Jan 2016	Tuesday 12 Jan 2016	Tuesday 12 Jan 2016	Tuesday 12 Jan 2016	2	662
9	-11	Wednesday 13 Jan 2016	Wednesday 13 Jan 2016	Wednesday 13 Jan 2016	Wednesday 13 Jan 2016	2	790
23	-13	Thursday 14 Jan 2016	Thursday 14 Jan 2016	Thursday 14 Jan 2016	Thursday 14 Jan 2016	2	548
23	-9	Friday 15 Jan 2016	Friday 15 Jan 2016	Friday 15 Jan 2016	Friday 15 Jan 2016	2	60
23	-4	Saturday 16 Jan 2016	Saturday 16 Jan 2016	Saturday 16 Jan 2016	Saturday 16 Jan 2016	2	310
23	-8	Sunday 17 Jan 2016	Sunday 17 Jan 2016	Sunday 17 Jan 2016	Sunday 17 Jan 2016	2	437
23	-14	Monday 18 Jan 2016	Monday 18 Jan 2016	Monday 18 Jan 2016	Monday 18 Jan 2016	2	195
23	-9	Tuesday 19 Jan 2016	Tuesday 19 Jan 2016	Tuesday 19 Jan 2016	Tuesday 19 Jan 2016	2	691
23	-10	Wednesday 20 Jan 2016	Wednesday 20 Jan 2016	Wednesday 20 Jan 2016	Wednesday 20 Jan 2016	2	819
23	-8	Thursday 21 Jan 2016	Thursday 21 Jan 2016	Thursday 21 Jan 2016	Thursday 21 Jan 2016	2	576
23	-10	Friday 22 Jan 2016	Friday 22 Jan 2016	Friday 22 Jan 2016	Friday 22 Jan 2016	2	88
23	-12	Saturday 23 Jan 2016	Saturday 23 Jan 2016	Saturday 23 Jan 2016	Saturday 23 Jan 2016	2	338
23	-7	Sunday 24 Jan 2016	Sunday 24 Jan 2016	Sunday 24 Jan 2016	Sunday 24 Jan 2016	2	465
23	-2	Monday 25 Jan 2016	Monday 25 Jan 2016	Monday 25 Jan 2016	Monday 25 Jan 2016	2	223
23	3	Tuesday 26 Jan 2016	Tuesday 26 Jan 2016	Tuesday 26 Jan 2016	Tuesday 26 Jan 2016	2	719
23	-6	Wednesday 27 Jan 2016	Wednesday 27 Jan 2016	Wednesday 27 Jan 2016	Wednesday 27 Jan 2016	2	847
23	-1	Thursday 28 Jan 2016	Thursday 28 Jan 2016	Thursday 28 Jan 2016	Thursday 28 Jan 2016	2	604
23	-7	Friday 29 Jan 2016	Friday 29 Jan 2016	Friday 29 Jan 2016	Friday 29 Jan 2016	2	116
23	-3	Saturday 30 Jan 2016	Saturday 30 Jan 2016	Saturday 30 Jan 2016	Saturday 30 Jan 2016	2	366
23	3	Sunday 31 Jan 2016	Sunday 31 Jan 2016	Sunday 31 Jan 2016	Sunday 31 Jan 2016	2	492
23	0.999999999999998	Monday 01 Feb 2016	Monday 01 Feb 2016	Monday 01 Feb 2016	Monday 01 Feb 2016	2	125
23	-3	Tuesday 02 Feb 2016	Tuesday 02 Feb 2016	Tuesday 02 Feb 2016	Tuesday 02 Feb 2016	2	621
23	5	Wednesday 03 Feb 2016	Wednesday 03 Feb 2016	Wednesday 03 Feb 2016	Wednesday 03 Feb 2016	2	749
23	0	Thursday 04 Feb 2016	Thursday 04 Feb 2016	Thursday 04 Feb 2016	Thursday 04 Feb 2016	2	507
23	-5	Friday 05 Feb 2016	Friday 05 Feb 2016	Friday 05 Feb 2016	Friday 05 Feb 2016	2	19
23	0.999999999999998	Saturday 06 Feb 2016	Saturday 06 Feb 2016	Saturday 06 Feb 2016	Saturday 06 Feb 2016	2	269
23	-8	Sunday 07 Feb 2016	Sunday 07 Feb 2016	Sunday 07 Feb 2016	Sunday 07 Feb 2016	2	396
23	-7	Monday 08 Feb 2016	Monday 08 Feb 2016	Monday 08 Feb 2016	Monday 08 Feb 2016	2	154
23	-7	Tuesday 09 Feb 2016	Tuesday 09 Feb 2016	Tuesday 09 Feb 2016	Tuesday 09 Feb 2016	2	650
23	-6	Wednesday 10 Feb 2016	Wednesday 10 Feb 2016	Wednesday 10 Feb 2016	Wednesday 10 Feb 2016	2	778
23	-17	Thursday 11 Feb 2016	Thursday 11 Feb 2016	Thursday 11 Feb 2016	Thursday 11 Feb 2016	2	536
23	-12	Friday 12 Feb 2016	Friday 12 Feb 2016	Friday 12 Feb 2016	Friday 12 Feb 2016	2	48
23	-26	Saturday 13 Feb 2016	Saturday 13 Feb 2016	Saturday 13 Feb 2016	Saturday 13 Feb 2016	2	298
23	-21	Sunday 14 Feb 2016	Sunday 14 Feb 2016	Sunday 14 Feb 2016	Sunday 14 Feb 2016	2	425
23	-9	Monday 15 Feb 2016	Monday 15 Feb 2016	Monday 15 Feb 2016	Monday 15 Feb 2016	2	183
23	-3	Tuesday 16 Feb 2016	Tuesday 16 Feb 2016	Tuesday 16 Feb 2016	Tuesday 16 Feb 2016	2	679
23	-9	Wednesday 17 Feb 2016	Wednesday 17 Feb 2016	Wednesday 17 Feb 2016	Wednesday 17 Feb 2016	2	807
23	-12	Thursday 18 Feb 2016	Thursday 18 Feb 2016	Thursday 18 Feb 2016	Thursday 18 Feb 2016	2	565
23	0.999999999999998	Friday 19 Feb 2016	Friday 19 Feb 2016	Friday 19 Feb 2016	Friday 19 Feb 2016	2	77
23	3	Saturday 20 Feb 2016	Saturday 20 Feb 2016	Saturday 20 Feb 2016	Saturday 20 Feb 2016	2	327
23	-8	Sunday 21 Feb 2016	Sunday 21 Feb 2016	Sunday 21 Feb 2016	Sunday 21 Feb 2016	2	454
23	-11	Monday 22 Feb 2016	Monday 22 Feb 2016	Monday 22 Feb 2016	Monday 22 Feb 2016	2	212
23	-6	Tuesday 23 Feb 2016	Tuesday 23 Feb 2016	Tuesday 23 Feb 2016	Tuesday 23 Feb 2016	2	708
23	0	Wednesday 24 Feb 2016	Wednesday 24 Feb 2016	Wednesday 24 Feb 2016	Wednesday 24 Feb 2016	2	836
23	-3	Thursday 25 Feb 2016	Thursday 25 Feb 2016	Thursday 25 Feb 2016	Thursday 25 Feb 2016	2	593
23	-11	Friday 26 Feb 2016	Friday 26 Feb 2016	Friday 26 Feb 2016	Friday 26 Feb 2016	2	105
23	2	Saturday 27 Feb 2016	Saturday 27 Feb 2016	Saturday 27 Feb 2016	Saturday 27 Feb 2016	2	355
23	-8	Sunday 28 Feb 2016	Sunday 28 Feb 2016	Sunday 28 Feb 2016	Sunday 28 Feb 2016	2	482
23	-6	Monday 29 Feb 2016	Monday 29 Feb 2016	Monday 29 Feb 2016	Monday 29 Feb 2016	2	240
23	-9	Tuesday 01 Mar 2016	Tuesday 01 Mar 2016	Tuesday 01 Mar 2016	Tuesday 01 Mar 2016	2	618
23	-13	Wednesday 02 Mar 2016	Wednesday 02 Mar 2016	Wednesday 02 Mar 2016	Wednesday 02 Mar 2016	2	746
23	-14	Thursday 03 Mar 2016	Thursday 03 Mar 2016	Thursday 03 Mar 2016	Thursday 03 Mar 2016	2	504
23	-9	Friday 04 Mar 2016	Friday 04 Mar 2016	Friday 04 Mar 2016	Friday 04 Mar 2016	2	16
23	-5	Saturday 05 Mar 2016	Saturday 05 Mar 2016	Saturday 05 Mar 2016	Saturday 05 Mar 2016	2	266
23	0	Sunday 06 Mar 2016	Sunday 06 Mar 2016	Sunday 06 Mar 2016	Sunday 06 Mar 2016	2	393
23	3	Monday 07 Mar 2016	Monday 07 Mar 2016	Monday 07 Mar 2016	Monday 07 Mar 2016	2	151
23	2	Tuesday 08 Mar 2016	Tuesday 08 Mar 2016	Tuesday 08 Mar 2016	Tuesday 08 Mar 2016	2	647
23	8	Wednesday 09 Mar 2016	Wednesday 09 Mar 2016	Wednesday 09 Mar 2016	Wednesday 09 Mar 2016	2	775
23	2	Thursday 10 Mar 2016	Thursday 10 Mar 2016	Thursday 10 Mar 2016	Thursday 10 Mar 2016	2	533
23	0.999999999999998	Friday 11 Mar 2016	Friday 11 Mar 2016	Friday 11 Mar 2016	Friday 11 Mar 2016	2	45
23	6	Saturday 12 Mar 2016	Saturday 12 Mar 2016	Saturday 12 Mar 2016	Saturday 12 Mar 2016	2	295
23	3	Sunday 13 Mar 2016	Sunday 13 Mar 2016	Sunday 13 Mar 2016	Sunday 13 Mar 2016	2	422
23	3	Monday 14 Mar 2016	Monday 14 Mar 2016	Monday 14 Mar 2016	Monday 14 Mar 2016	2	180
23	3	Tuesday 15 Mar 2016	Tuesday 15 Mar 2016	Tuesday 15 Mar 2016	Tuesday 15 Mar 2016	2	676
23	4	Wednesday 16 Mar 2016	Wednesday 16 Mar 2016	Wednesday 16 Mar 2016	Wednesday 16 Mar 2016	2	804
23	5	Thursday 17 Mar 2016	Thursday 17 Mar 2016	Thursday 17 Mar 2016	Thursday 17 Mar 2016	2	562
23	-4	Friday 18 Mar 2016	Friday 18 Mar 2016	Friday 18 Mar 2016	Friday 18 Mar 2016	2	74
23	-5	Saturday 19 Mar 2016	Saturday 19 Mar 2016	Saturday 19 Mar 2016	Saturday 19 Mar 2016	2	324
23	-4	Sunday 20 Mar 2016	Sunday 20 Mar 2016	Sunday 20 Mar 2016	Sunday 20 Mar 2016	2	451
23	-2	Monday 21 Mar 2016	Monday 21 Mar 2016	Monday 21 Mar 2016	Monday 21 Mar 2016	2	209
23	0	Tuesday 22 Mar 2016	Tuesday 22 Mar 2016	Tuesday 22 Mar 2016	Tuesday 22 Mar 2016	2	705
23	0	Wednesday 23 Mar 2016	Wednesday 23 Mar 2016	Wednesday 23 Mar 2016	Wednesday 23 Mar 2016	2	833
23	-3	Thursday 24 Mar 2016	Thursday 24 Mar 2016	Thursday 24 Mar 2016	Thursday 24 Mar 2016	2	590
23	-1	Friday 25 Mar 2016	Friday 25 Mar 2016	Friday 25 Mar 2016	Friday 25 Mar 2016	2	102
23	-1	Saturday 26 Mar 2016	Saturday 26 Mar 2016	Saturday 26 Mar 2016	Saturday 26 Mar 2016	2	352
23	4	Sunday 27 Mar 2016	Sunday 27 Mar 2016	Sunday 27 Mar 2016	Sunday 27 Mar 2016	2	479
23	3	Monday 28 Mar 2016	Monday 28 Mar 2016	Monday 28 Mar 2016	Monday 28 Mar 2016	2	237
23	0.999999999999998	Tuesday 29 Mar 2016	Tuesday 29 Mar 2016	Tuesday 29 Mar 2016	Tuesday 29 Mar 2016	2	733
23	7	Wednesday 30 Mar 2016	Wednesday 30 Mar 2016	Wednesday 30 Mar 2016	Wednesday 30 Mar 2016	2	860
23	14	Thursday 31 Mar 2016	Thursday 31 Mar 2016	Thursday 31 Mar 2016	Thursday 31 Mar 2016	2	616
23	5	Friday 01 Apr 2016	Friday 01 Apr 2016	Friday 01 Apr 2016	Friday 01 Apr 2016	2	1
23	0	Saturday 02 Apr 2016	Saturday 02 Apr 2016	Saturday 02 Apr 2016	Saturday 02 Apr 2016	2	251
23	-8	Sunday 03 Apr 2016	Sunday 03 Apr 2016	Sunday 03 Apr 2016	Sunday 03 Apr 2016	2	378
23	-6	Monday 04 Apr 2016	Monday 04 Apr 2016	Monday 04 Apr 2016	Monday 04 Apr 2016	2	135
23	-3	Tuesday 05 Apr 2016	Tuesday 05 Apr 2016	Tuesday 05 Apr 2016	Tuesday 05 Apr 2016	2	631
23	0	Wednesday 06 Apr 2016	Wednesday 06 Apr 2016	Wednesday 06 Apr 2016	Wednesday 06 Apr 2016	2	759
23	3	Thursday 07 Apr 2016	Thursday 07 Apr 2016	Thursday 07 Apr 2016	Thursday 07 Apr 2016	2	517
23	-3	Friday 08 Apr 2016	Friday 08 Apr 2016	Friday 08 Apr 2016	Friday 08 Apr 2016	2	29
23	-4	Saturday 09 Apr 2016	Saturday 09 Apr 2016	Saturday 09 Apr 2016	Saturday 09 Apr 2016	2	279
23	0	Sunday 10 Apr 2016	Sunday 10 Apr 2016	Sunday 10 Apr 2016	Sunday 10 Apr 2016	2	406
23	7	Monday 11 Apr 2016	Monday 11 Apr 2016	Monday 11 Apr 2016	Monday 11 Apr 2016	2	164
23	2	Tuesday 12 Apr 2016	Tuesday 12 Apr 2016	Tuesday 12 Apr 2016	Tuesday 12 Apr 2016	2	660
23	2	Wednesday 13 Apr 2016	Wednesday 13 Apr 2016	Wednesday 13 Apr 2016	Wednesday 13 Apr 2016	2	788
23	5	Thursday 14 Apr 2016	Thursday 14 Apr 2016	Thursday 14 Apr 2016	Thursday 14 Apr 2016	2	546
23	7	Friday 15 Apr 2016	Friday 15 Apr 2016	Friday 15 Apr 2016	Friday 15 Apr 2016	2	58
23	8	Saturday 16 Apr 2016	Saturday 16 Apr 2016	Saturday 16 Apr 2016	Saturday 16 Apr 2016	2	308
23	12	Sunday 17 Apr 2016	Sunday 17 Apr 2016	Sunday 17 Apr 2016	Sunday 17 Apr 2016	2	435
23	5	Monday 18 Apr 2016	Monday 18 Apr 2016	Monday 18 Apr 2016	Monday 18 Apr 2016	2	193
23	7	Tuesday 19 Apr 2016	Tuesday 19 Apr 2016	Tuesday 19 Apr 2016	Tuesday 19 Apr 2016	2	689
23	7	Wednesday 20 Apr 2016	Wednesday 20 Apr 2016	Wednesday 20 Apr 2016	Wednesday 20 Apr 2016	2	817
23	18	Thursday 21 Apr 2016	Thursday 21 Apr 2016	Thursday 21 Apr 2016	Thursday 21 Apr 2016	2	574
23	9	Friday 22 Apr 2016	Friday 22 Apr 2016	Friday 22 Apr 2016	Friday 22 Apr 2016	2	86
23	5	Saturday 23 Apr 2016	Saturday 23 Apr 2016	Saturday 23 Apr 2016	Saturday 23 Apr 2016	2	336
23	6	Sunday 24 Apr 2016	Sunday 24 Apr 2016	Sunday 24 Apr 2016	Sunday 24 Apr 2016	2	463
23	5	Monday 25 Apr 2016	Monday 25 Apr 2016	Monday 25 Apr 2016	Monday 25 Apr 2016	2	221
23	5	Tuesday 26 Apr 2016	Tuesday 26 Apr 2016	Tuesday 26 Apr 2016	Tuesday 26 Apr 2016	2	717
23	2	Wednesday 27 Apr 2016	Wednesday 27 Apr 2016	Wednesday 27 Apr 2016	Wednesday 27 Apr 2016	2	845
23	4	Thursday 28 Apr 2016	Thursday 28 Apr 2016	Thursday 28 Apr 2016	Thursday 28 Apr 2016	2	602
23	7	Friday 29 Apr 2016	Friday 29 Apr 2016	Friday 29 Apr 2016	Friday 29 Apr 2016	2	114
23	10	Saturday 30 Apr 2016	Saturday 30 Apr 2016	Saturday 30 Apr 2016	Saturday 30 Apr 2016	2	364
23	8	Sunday 01 May 2016	Sunday 01 May 2016	Sunday 01 May 2016	Sunday 01 May 2016	2	373
23	7	Monday 02 May 2016	Monday 02 May 2016	Monday 02 May 2016	Monday 02 May 2016	2	130
23	8	Tuesday 03 May 2016	Tuesday 03 May 2016	Tuesday 03 May 2016	Tuesday 03 May 2016	2	626
23	11	Wednesday 04 May 2016	Wednesday 04 May 2016	Wednesday 04 May 2016	Wednesday 04 May 2016	2	754
23	11	Thursday 05 May 2016	Thursday 05 May 2016	Thursday 05 May 2016	Thursday 05 May 2016	2	512
23	15	Friday 06 May 2016	Friday 06 May 2016	Friday 06 May 2016	Friday 06 May 2016	2	24
23	15	Saturday 07 May 2016	Saturday 07 May 2016	Saturday 07 May 2016	Saturday 07 May 2016	2	274
23	3	Sunday 08 May 2016	Sunday 08 May 2016	Sunday 08 May 2016	Sunday 08 May 2016	2	401
23	6	Monday 09 May 2016	Monday 09 May 2016	Monday 09 May 2016	Monday 09 May 2016	2	159
23	12	Tuesday 10 May 2016	Tuesday 10 May 2016	Tuesday 10 May 2016	Tuesday 10 May 2016	2	655
23	15	Wednesday 11 May 2016	Wednesday 11 May 2016	Wednesday 11 May 2016	Wednesday 11 May 2016	2	783
23	21	Thursday 12 May 2016	Thursday 12 May 2016	Thursday 12 May 2016	Thursday 12 May 2016	2	541
23	15	Friday 13 May 2016	Friday 13 May 2016	Friday 13 May 2016	Friday 13 May 2016	2	53
23	11	Saturday 14 May 2016	Saturday 14 May 2016	Saturday 14 May 2016	Saturday 14 May 2016	2	303
23	2	Sunday 15 May 2016	Sunday 15 May 2016	Sunday 15 May 2016	Sunday 15 May 2016	2	430
23	8	Monday 16 May 2016	Monday 16 May 2016	Monday 16 May 2016	Monday 16 May 2016	2	188
23	9	Tuesday 17 May 2016	Tuesday 17 May 2016	Tuesday 17 May 2016	Tuesday 17 May 2016	2	684
23	11	Wednesday 18 May 2016	Wednesday 18 May 2016	Wednesday 18 May 2016	Wednesday 18 May 2016	2	812
23	12	Thursday 19 May 2016	Thursday 19 May 2016	Thursday 19 May 2016	Thursday 19 May 2016	2	569
23	16	Friday 20 May 2016	Friday 20 May 2016	Friday 20 May 2016	Friday 20 May 2016	2	81
23	17	Saturday 21 May 2016	Saturday 21 May 2016	Saturday 21 May 2016	Saturday 21 May 2016	2	331
23	19	Sunday 22 May 2016	Sunday 22 May 2016	Sunday 22 May 2016	Sunday 22 May 2016	2	458
23	20	Monday 23 May 2016	Monday 23 May 2016	Monday 23 May 2016	Monday 23 May 2016	2	216
23	20	Tuesday 24 May 2016	Tuesday 24 May 2016	Tuesday 24 May 2016	Tuesday 24 May 2016	2	712
23	18	Wednesday 25 May 2016	Wednesday 25 May 2016	Wednesday 25 May 2016	Wednesday 25 May 2016	2	840
23	20	Thursday 26 May 2016	Thursday 26 May 2016	Thursday 26 May 2016	Thursday 26 May 2016	2	597
23	24	Friday 27 May 2016	Friday 27 May 2016	Friday 27 May 2016	Friday 27 May 2016	2	109
23	22	Saturday 28 May 2016	Saturday 28 May 2016	Saturday 28 May 2016	Saturday 28 May 2016	2	359
23	21	Sunday 29 May 2016	Sunday 29 May 2016	Sunday 29 May 2016	Sunday 29 May 2016	2	486
23	23	Monday 30 May 2016	Monday 30 May 2016	Monday 30 May 2016	Monday 30 May 2016	2	244
23	17	Tuesday 31 May 2016	Tuesday 31 May 2016	Tuesday 31 May 2016	Tuesday 31 May 2016	2	739
23	20	Wednesday 01 Jun 2016	Wednesday 01 Jun 2016	Wednesday 01 Jun 2016	Wednesday 01 Jun 2016	2	742
23	21	Thursday 02 Jun 2016	Thursday 02 Jun 2016	Thursday 02 Jun 2016	Thursday 02 Jun 2016	2	500
23	21	Friday 03 Jun 2016	Friday 03 Jun 2016	Friday 03 Jun 2016	Friday 03 Jun 2016	2	12
23	21	Saturday 04 Jun 2016	Saturday 04 Jun 2016	Saturday 04 Jun 2016	Saturday 04 Jun 2016	2	262
23	17	Sunday 05 Jun 2016	Sunday 05 Jun 2016	Sunday 05 Jun 2016	Sunday 05 Jun 2016	2	389
23	19	Monday 06 Jun 2016	Monday 06 Jun 2016	Monday 06 Jun 2016	Monday 06 Jun 2016	2	146
23	15	Tuesday 07 Jun 2016	Tuesday 07 Jun 2016	Tuesday 07 Jun 2016	Tuesday 07 Jun 2016	2	642
23	9	Wednesday 08 Jun 2016	Wednesday 08 Jun 2016	Wednesday 08 Jun 2016	Wednesday 08 Jun 2016	2	770
23	10	Thursday 09 Jun 2016	Thursday 09 Jun 2016	Thursday 09 Jun 2016	Thursday 09 Jun 2016	2	528
23	15	Friday 10 Jun 2016	Friday 10 Jun 2016	Friday 10 Jun 2016	Friday 10 Jun 2016	2	40
23	15	Saturday 11 Jun 2016	Saturday 11 Jun 2016	Saturday 11 Jun 2016	Saturday 11 Jun 2016	2	290
23	12	Sunday 12 Jun 2016	Sunday 12 Jun 2016	Sunday 12 Jun 2016	Sunday 12 Jun 2016	2	417
23	12	Monday 13 Jun 2016	Monday 13 Jun 2016	Monday 13 Jun 2016	Monday 13 Jun 2016	2	175
23	19	Tuesday 14 Jun 2016	Tuesday 14 Jun 2016	Tuesday 14 Jun 2016	Tuesday 14 Jun 2016	2	671
23	19	Wednesday 15 Jun 2016	Wednesday 15 Jun 2016	Wednesday 15 Jun 2016	Wednesday 15 Jun 2016	2	799
23	21	Thursday 16 Jun 2016	Thursday 16 Jun 2016	Thursday 16 Jun 2016	Thursday 16 Jun 2016	2	557
23	22	Friday 17 Jun 2016	Friday 17 Jun 2016	Friday 17 Jun 2016	Friday 17 Jun 2016	2	69
23	23	Saturday 18 Jun 2016	Saturday 18 Jun 2016	Saturday 18 Jun 2016	Saturday 18 Jun 2016	2	319
23	25	Sunday 19 Jun 2016	Sunday 19 Jun 2016	Sunday 19 Jun 2016	Sunday 19 Jun 2016	2	446
23	24	Monday 20 Jun 2016	Monday 20 Jun 2016	Monday 20 Jun 2016	Monday 20 Jun 2016	2	204
23	19	Tuesday 21 Jun 2016	Tuesday 21 Jun 2016	Tuesday 21 Jun 2016	Tuesday 21 Jun 2016	2	700
23	18	Wednesday 22 Jun 2016	Wednesday 22 Jun 2016	Wednesday 22 Jun 2016	Wednesday 22 Jun 2016	2	828
23	18	Thursday 23 Jun 2016	Thursday 23 Jun 2016	Thursday 23 Jun 2016	Thursday 23 Jun 2016	2	585
23	21	Friday 24 Jun 2016	Friday 24 Jun 2016	Friday 24 Jun 2016	Friday 24 Jun 2016	2	97
23	24	Saturday 25 Jun 2016	Saturday 25 Jun 2016	Saturday 25 Jun 2016	Saturday 25 Jun 2016	2	347
23	26	Sunday 26 Jun 2016	Sunday 26 Jun 2016	Sunday 26 Jun 2016	Sunday 26 Jun 2016	2	474
23	24	Monday 27 Jun 2016	Monday 27 Jun 2016	Monday 27 Jun 2016	Monday 27 Jun 2016	2	232
23	19	Tuesday 28 Jun 2016	Tuesday 28 Jun 2016	Tuesday 28 Jun 2016	Tuesday 28 Jun 2016	2	728
23	17	Wednesday 29 Jun 2016	Wednesday 29 Jun 2016	Wednesday 29 Jun 2016	Wednesday 29 Jun 2016	2	855
23	22	Thursday 30 Jun 2016	Thursday 30 Jun 2016	Thursday 30 Jun 2016	Thursday 30 Jun 2016	2	611
23	18	Friday 01 Jul 2016	Friday 01 Jul 2016	Friday 01 Jul 2016	Friday 01 Jul 2016	2	4
23	15	Saturday 02 Jul 2016	Saturday 02 Jul 2016	Saturday 02 Jul 2016	Saturday 02 Jul 2016	2	254
23	17	Sunday 03 Jul 2016	Sunday 03 Jul 2016	Sunday 03 Jul 2016	Sunday 03 Jul 2016	2	381
23	23	Monday 04 Jul 2016	Monday 04 Jul 2016	Monday 04 Jul 2016	Monday 04 Jul 2016	2	138
23	25	Tuesday 05 Jul 2016	Tuesday 05 Jul 2016	Tuesday 05 Jul 2016	Tuesday 05 Jul 2016	2	634
23	23	Wednesday 06 Jul 2016	Wednesday 06 Jul 2016	Wednesday 06 Jul 2016	Wednesday 06 Jul 2016	2	762
23	19	Thursday 07 Jul 2016	Thursday 07 Jul 2016	Thursday 07 Jul 2016	Thursday 07 Jul 2016	2	520
23	20	Friday 08 Jul 2016	Friday 08 Jul 2016	Friday 08 Jul 2016	Friday 08 Jul 2016	2	32
23	17	Saturday 09 Jul 2016	Saturday 09 Jul 2016	Saturday 09 Jul 2016	Saturday 09 Jul 2016	2	282
23	16	Sunday 10 Jul 2016	Sunday 10 Jul 2016	Sunday 10 Jul 2016	Sunday 10 Jul 2016	2	409
23	21	Monday 11 Jul 2016	Monday 11 Jul 2016	Monday 11 Jul 2016	Monday 11 Jul 2016	2	167
23	21.7222222222222	Tuesday 12 Jul 2016	Tuesday 12 Jul 2016	Tuesday 12 Jul 2016	Tuesday 12 Jul 2016	2	663
23	27	Wednesday 13 Jul 2016	Wednesday 13 Jul 2016	Wednesday 13 Jul 2016	Wednesday 13 Jul 2016	2	791
23	25	Thursday 14 Jul 2016	Thursday 14 Jul 2016	Thursday 14 Jul 2016	Thursday 14 Jul 2016	2	549
23	20	Friday 15 Jul 2016	Friday 15 Jul 2016	Friday 15 Jul 2016	Friday 15 Jul 2016	2	61
23	21	Saturday 16 Jul 2016	Saturday 16 Jul 2016	Saturday 16 Jul 2016	Saturday 16 Jul 2016	2	311
23	22	Sunday 17 Jul 2016	Sunday 17 Jul 2016	Sunday 17 Jul 2016	Sunday 17 Jul 2016	2	438
23	21	Monday 18 Jul 2016	Monday 18 Jul 2016	Monday 18 Jul 2016	Monday 18 Jul 2016	2	196
23	18	Tuesday 19 Jul 2016	Tuesday 19 Jul 2016	Tuesday 19 Jul 2016	Tuesday 19 Jul 2016	2	692
23	22	Wednesday 20 Jul 2016	Wednesday 20 Jul 2016	Wednesday 20 Jul 2016	Wednesday 20 Jul 2016	2	820
23	26	Thursday 21 Jul 2016	Thursday 21 Jul 2016	Thursday 21 Jul 2016	Thursday 21 Jul 2016	2	577
23	27	Friday 22 Jul 2016	Friday 22 Jul 2016	Friday 22 Jul 2016	Friday 22 Jul 2016	2	89
23	21	Saturday 23 Jul 2016	Saturday 23 Jul 2016	Saturday 23 Jul 2016	Saturday 23 Jul 2016	2	339
23	22	Sunday 24 Jul 2016	Sunday 24 Jul 2016	Sunday 24 Jul 2016	Sunday 24 Jul 2016	2	466
23	22	Monday 25 Jul 2016	Monday 25 Jul 2016	Monday 25 Jul 2016	Monday 25 Jul 2016	2	224
23	23	Tuesday 26 Jul 2016	Tuesday 26 Jul 2016	Tuesday 26 Jul 2016	Tuesday 26 Jul 2016	2	720
23	26	Wednesday 27 Jul 2016	Wednesday 27 Jul 2016	Wednesday 27 Jul 2016	Wednesday 27 Jul 2016	2	848
23	23	Thursday 28 Jul 2016	Thursday 28 Jul 2016	Thursday 28 Jul 2016	Thursday 28 Jul 2016	2	605
23	21	Friday 29 Jul 2016	Friday 29 Jul 2016	Friday 29 Jul 2016	Friday 29 Jul 2016	2	117
23	21	Saturday 30 Jul 2016	Saturday 30 Jul 2016	Saturday 30 Jul 2016	Saturday 30 Jul 2016	2	367
23	22	Sunday 31 Jul 2016	Sunday 31 Jul 2016	Sunday 31 Jul 2016	Sunday 31 Jul 2016	2	493
23	21	Monday 01 Aug 2016	Monday 01 Aug 2016	Monday 01 Aug 2016	Monday 01 Aug 2016	2	124
23	24	Tuesday 02 Aug 2016	Tuesday 02 Aug 2016	Tuesday 02 Aug 2016	Tuesday 02 Aug 2016	2	620
